TimeStamp,ch1,ch2,ch3,ch4
2019549.1046,19395.07,8557.13,13816.79,40567.36
2019549.1086,19398.6,8552.22,13814.21,40565.21
2019549.1126,19404.56,8547.5,13804.2,40550.0
2019549.1166,19395.5,8544.68,13802.24,40543.99
2019549.1206,19399.22,8556.61,13816.88,40560.87
2019549.1246,19405.94,8566.86,13833.14,40581.42
2019549.1286,19412.09,8569.24,13833.81,40579.51
2019549.1326,19414.81,8555.51,13813.16,40556.2
2019549.1366,19398.26,8549.26,13805.87,40546.23
2019549.1406,19388.73,8551.26,13811.26,40556.15
2019549.1446,19388.01,8558.56,13828.14,40572.65
2019549.1486,19392.78,8555.89,13826.85,40569.88
2019549.1526,19400.65,8547.31,13815.6,40555.63
2019549.1566,19404.84,8547.07,13815.5,40557.96
2019549.1606,19410.9,8559.99,13837.58,40584.04
2019549.1646,19407.56,8570.86,13855.03,40599.4
2019549.1686,19405.27,8571.44,13852.88,40592.06
2019549.1726,19414.28,8564.14,13842.25,40577.56
2019549.1766,19416.05,8562.95,13837.86,40577.56
2019549.1806,19414.0,8565.19,13843.73,40590.24
2019549.1846,19407.66,8564.85,13850.26,40598.92
2019549.1886,19412.71,8563.9,13843.97,40597.92
2019549.1926,19426.3,8564.57,13834.62,40588.67
2019549.1966,19423.96,8558.42,13830.04,40587.05
2019549.2006,19422.72,8564.52,13842.01,40600.54
2019549.2046,19422.44,8576.39,13858.42,40616.56
2019549.2086,19419.67,8569.86,13847.45,40606.22
2019549.2126,19427.54,8560.37,13829.14,40588.34
2019549.2166,19423.39,8558.37,13831.28,40588.43
2019549.2206,19416.53,8562.71,13843.54,40601.21
2019549.2246,19421.63,8576.2,13860.08,40622.95
2019549.2286,19425.3,8579.88,13854.31,40613.23
2019549.2326,19431.35,8574.15,13838.39,40590.24
2019549.2366,19424.77,8568.67,13833.62,40586.05
2019549.2406,19425.78,8577.73,13844.54,40601.31
2019549.2446,19422.25,8583.59,13854.17,40611.65
2019549.2486,19427.3,8583.64,13850.12,40609.17
2019549.2526,19433.12,8579.11,13833.72,40591.15
2019549.2565,19431.21,8574.44,13830.71,40590.67
2019549.2605,19428.78,8581.73,13843.73,40608.6
2019549.2645,19426.68,8589.89,13855.7,40619.47
2019549.2685,19431.31,8590.03,13853.03,40611.7
2019549.2725,19435.6,8580.45,13831.62,40588.38
2019549.2765,19439.75,8580.83,13829.81,40587.24
2019549.2805,19440.37,8587.79,13841.77,40602.88
2019549.2845,19434.5,8585.69,13851.12,40612.99
2019549.2885,19435.88,8581.78,13851.93,40609.46
2019549.2925,19439.08,8571.29,13832.95,40590.91
2019549.2965,19433.69,8572.25,13828.66,40590.34
2019549.3005,19435.41,8582.5,13844.49,40608.6
2019549.3045,19432.36,8587.93,13854.41,40620.76
2019549.3085,19437.7,8587.89,13852.5,40616.95
2019549.3125,19440.84,8576.73,13834.43,40598.92
2019549.3165,19431.16,8568.96,13827.04,40592.29
2019549.3205,19425.16,8573.44,13833.72,40603.21
2019549.3245,19429.54,8584.55,13852.12,40619.0
2019549.3285,19435.41,8587.41,13857.7,40619.28
2019549.3325,19442.47,8579.78,13843.68,40601.83
2019549.3365,19440.8,8576.63,13841.63,40598.68
2019549.3405,19439.89,8584.93,13854.55,40611.27
2019549.3445,19431.74,8579.54,13861.04,40618.62
2019549.3485,19427.3,8574.39,13857.18,40611.89
2019549.3525,19425.87,8567.57,13843.01,40592.82
2019549.3565,19420.91,8566.76,13839.2,40588.05
2019549.3605,19422.91,8574.53,13850.31,40602.55
2019549.3645,19423.44,8581.35,13863.37,40619.95
2019549.3685,19423.44,8579.54,13861.09,40614.09
2019549.3725,19427.68,8571.44,13846.69,40596.35
2019549.3765,19426.01,8570.72,13843.49,40596.78
2019549.3805,19420.67,8573.96,13848.26,40606.31
2019549.3845,19419.0,8583.21,13863.37,40621.33
2019549.3885,19424.11,8588.89,13864.9,40620.24
2019549.3925,19428.78,8574.25,13843.97,40597.21
2019549.3965,19429.26,8571.53,13841.82,40594.96
2019549.4005,19426.82,8580.02,13857.08,40610.8
2019549.4045,19424.58,8590.75,13872.58,40627.82
2019549.4085,19428.88,8589.36,13871.1,40624.96
2019549.4125,19429.35,8576.35,13851.36,40600.59
2019549.4165,19422.63,8570.53,13840.68,40590.53
2019549.4205,19423.92,8582.97,13852.41,40607.03
2019549.4245,19429.78,8590.84,13868.62,40624.77
2019549.4285,19440.7,8590.75,13872.29,40624.77
2019549.4325,19448.33,8582.74,13865.04,40615.37
2019549.4365,19446.95,8587.55,13870.29,40617.14
2019549.4405,19439.6,8595.42,13874.34,40623.34
2019549.4445,19432.12,8603.29,13880.92,40631.78
2019549.4485,19437.84,8611.16,13879.01,40627.68
2019549.4525,19439.65,8605.77,13863.23,40604.93
2019549.4565,19429.4,8599.95,13855.79,40596.11
2019549.4605,19425.97,8603.38,13862.99,40608.32
2019549.4645,19424.15,8608.44,13873.72,40620.62
2019549.4685,19430.78,8609.15,13871.43,40620.09
2019549.4725,19440.61,8601.57,13860.32,40608.22
2019549.4765,19437.7,8599.43,13857.32,40605.6
2019549.4805,19434.31,8606.34,13867.71,40616.33
2019549.4845,19423.63,8605.34,13875.34,40623.62
2019549.4885,19424.25,8602.0,13875.53,40618.85
2019549.4925,19434.12,8594.18,13864.33,40604.12
2019549.4965,19437.55,8600.38,13865.52,40607.74
2019549.5005,19435.07,8609.49,13873.29,40618.66
2019549.5045,19426.63,8612.54,13882.92,40629.58
2019549.5085,19429.83,8604.72,13873.63,40624.29
2019549.5125,19435.98,8596.09,13857.46,40605.5
2019549.5165,19431.55,8589.08,13851.79,40600.11
2019549.5205,19427.83,8594.13,13858.75,40609.51
2019549.5245,19427.54,8600.57,13871.81,40623.38
2019549.5285,19432.69,8603.38,13873.39,40624.05
2019549.5325,19439.46,8603.14,13863.37,40614.04
2019549.5365,19438.65,8602.43,13861.09,40617.85
2019549.5405,19431.97,8602.1,13866.04,40624.77
2019549.5445,19424.44,8601.43,13872.67,40630.01
2019549.5485,19425.82,8600.14,13868.1,40624.05
2019549.5525,19439.27,8597.85,13851.55,40609.89
2019549.5565,19440.46,8601.38,13855.22,40613.61
2019549.5605,19431.97,8601.29,13865.57,40623.72
2019549.5645,19429.21,8603.24,13874.68,40633.64
2019549.5685,19431.4,8599.57,13867.48,40623.53
2019549.5725,19438.89,8595.75,13857.6,40609.46
2019549.5765,19432.5,8595.18,13857.22,40604.98
2019549.5805,19426.16,8602.43,13868.48,40618.57
2019549.5845,19426.4,8606.72,13877.63,40630.97
2019549.5885,19431.26,8602.76,13870.67,40627.39
2019549.5925,19436.22,8596.71,13855.94,40609.32
2019549.5965,19430.69,8596.23,13853.27,40607.5
2019549.6005,19428.3,8600.33,13861.42,40619.33
2019549.6045,19422.63,8599.38,13867.9,40626.58
2019549.6085,19431.97,8602.33,13870.86,40626.2
2019549.6125,19436.55,8592.42,13854.89,40606.36
2019549.6165,19425.78,8585.22,13846.45,40597.06
2019549.6205,19421.01,8591.61,13860.42,40612.23
2019549.6245,19419.58,8603.86,13876.39,40629.87
2019549.6285,19425.3,8601.71,13873.24,40625.82
2019549.6325,19433.88,8593.94,13860.51,40613.27
2019549.6365,19429.07,8586.93,13852.6,40607.6
2019549.6405,19422.34,8591.7,13859.32,40620.0
2019549.6445,19421.63,8598.09,13869.1,40635.64
2019549.6485,19432.98,8605.91,13872.72,40636.83
2019549.6524,19443.56,8605.96,13859.85,40618.81
2019549.6564,19432.83,8601.19,13853.6,40609.75
2019549.6604,19424.82,8604.67,13864.14,40618.38
2019549.6644,19429.88,8612.49,13879.01,40635.02
2019549.6684,19435.22,8611.68,13874.58,40629.06
2019549.6724,19446.66,8605.86,13861.13,40615.13
2019549.6764,19444.66,8604.96,13859.37,40613.94
2019549.6804,19444.32,8613.49,13873.48,40625.91
2019549.6844,19446.9,8623.98,13891.13,40640.65
2019549.6884,19446.66,8623.27,13893.65,40636.16
2019549.6924,19453.77,8613.68,13879.4,40620.38
2019549.6964,19453.38,8612.3,13877.63,40622.14
2019549.7004,19451.62,8618.4,13890.55,40641.98
2019549.7044,19447.57,8624.41,13903.81,40656.95
2019549.7084,19431.45,8612.87,13883.59,40633.73
2019549.7124,19419.34,8589.65,13847.26,40594.25
2019549.7164,19417.96,8588.7,13846.02,40591.48
2019549.7204,19413.14,8589.08,13858.94,40603.55
2019549.7244,19414.38,8594.8,13868.38,40618.81
2019549.7284,19427.83,8598.66,13866.33,40621.09
2019549.7324,19436.46,8591.61,13853.12,40606.46
2019549.7364,19434.45,8588.55,13851.36,40601.31
2019549.7404,19433.69,8604.15,13871.62,40620.95
2019549.7444,19427.73,8607.96,13883.78,40634.06
2019549.7484,19420.77,8595.61,13869.24,40619.09
2019549.7524,19431.45,8597.52,13857.56,40605.6
2019549.7564,19427.59,8593.75,13857.6,40605.65
2019549.7604,19427.92,8602.14,13871.1,40623.43
2019549.7644,19428.35,8609.49,13882.35,40638.02
2019549.7684,19429.07,8605.39,13875.06,40629.25
2019549.7724,19429.11,8591.94,13851.79,40605.31
2019549.7764,19430.97,8592.18,13853.55,40607.08
2019549.7804,19432.59,8601.71,13869.19,40623.48
2019549.7844,19426.49,8603.96,13878.54,40633.54
2019549.7884,19432.88,8609.49,13878.97,40632.68
2019549.7924,19438.65,8600.52,13861.37,40610.27
2019549.7964,19427.78,8593.94,13852.79,40601.21
2019549.8004,19418.77,8595.42,13859.89,40608.27
2019549.8044,19421.96,8610.87,13876.01,40621.62
2019549.8084,19425.35,8612.82,13868.95,40613.7
2019549.8124,19420.58,8595.9,13838.72,40582.14
2019549.8164,19397.02,8575.77,13812.02,40556.86
2019549.8204,19381.14,8571.39,13810.11,40555.39
2019549.8244,19365.36,8564.09,13806.15,40552.95
2019549.8284,19367.17,8562.71,13791.99,40540.75
2019549.8324,19371.94,8553.08,13769.39,40514.38
2019549.8364,19361.4,8546.45,13758.33,40505.37
2019549.8404,19351.68,8544.4,13753.23,40507.85
2019549.8444,19347.57,8551.17,13757.8,40515.09
2019549.8484,19348.81,8546.64,13749.65,40506.13
2019549.8524,19358.3,8535.34,13730.43,40486.15
2019549.8564,19353.68,8529.81,13726.05,40481.91
2019549.8604,19354.49,8537.06,13739.16,40497.74
2019549.8644,19345.24,8538.91,13748.7,40506.18
2019549.8684,19336.27,8535.39,13742.21,40494.83
2019549.8724,19336.89,8532.48,13724.71,40475.99
2019549.8764,19336.61,8531.24,13728.14,40481.72
2019549.8804,19341.71,8540.58,13749.79,40505.56
2019549.8844,19346.72,8545.97,13770.53,40526.87
2019549.8884,19360.97,8545.26,13778.83,40530.21
2019549.8924,19366.93,8543.11,13771.49,40512.14
2019549.8964,19370.75,8548.64,13775.25,40517.48
2019549.9004,19376.47,8556.03,13791.04,40538.22
2019549.9044,19379.28,8569.24,13808.63,40559.01
2019549.9084,19394.4,8573.49,13819.65,40569.93
2019549.9124,19403.89,8567.1,13810.54,40556.2
2019549.9164,19396.02,8561.37,13809.3,40553.05
2019549.9204,19388.49,8561.28,13817.88,40564.49
2019549.9244,19387.53,8567.95,13834.0,40581.18
2019549.9284,19394.83,8570.58,13837.1,40582.57
2019549.9324,19407.61,8569.53,13825.7,40569.98
2019549.9364,19410.61,8567.48,13823.32,40571.03
2019549.9404,19408.75,8570.72,13836.43,40586.0
2019549.9444,19410.66,8578.68,13854.55,40602.64
2019549.9484,19416.67,8578.35,13857.32,40598.3
2019549.9524,19422.87,8567.14,13841.49,40577.27
2019549.9564,19413.38,8561.42,13837.39,40573.74
2019549.9604,19412.19,8569.29,13857.56,40594.06
2019549.9644,19409.94,8574.39,13870.05,40609.27
2019549.9684,19422.96,8579.83,13872.48,40613.66
2019549.9724,19434.98,8580.02,13862.28,40598.3
2019549.9764,19426.01,8568.48,13850.36,40585.81
2019549.9804,19412.62,8564.76,13848.83,40586.76
2019549.9844,19410.28,8572.01,13861.04,40599.4
2019549.9884,19417.34,8572.82,13858.99,40596.68
2019549.9924,19424.87,8568.1,13843.82,40577.85
2019549.9964,19424.15,8570.43,13845.73,40578.32
2019550.0004,19421.34,8578.35,13862.66,40596.06
2019550.0044,19412.66,8583.31,13872.67,40607.93
2019550.0084,19422.2,8590.6,13872.91,40609.08
2019550.0124,19434.22,8587.93,13859.32,40593.82
2019550.0164,19427.49,8582.07,13852.79,40586.0
2019550.0204,19422.72,8587.79,13866.33,40598.06
2019550.0244,19416.76,8588.32,13877.54,40610.75
2019550.0284,19423.34,8584.36,13875.92,40607.17
2019550.0324,19428.88,8578.54,13864.09,40587.72
2019550.0364,19420.91,8579.83,13861.09,40585.09
2019550.0404,19412.9,8584.45,13869.38,40598.78
2019550.0444,19408.71,8587.98,13883.5,40611.7
2019550.0483,19416.81,8587.5,13883.83,40609.17
2019550.0523,19429.4,8580.54,13872.2,40594.92
2019550.0563,19436.79,8587.08,13876.2,40600.59
2019550.0603,19432.26,8593.42,13887.65,40615.61
2019550.0643,19424.73,8596.71,13897.28,40624.96
2019550.0683,19425.11,8588.27,13886.12,40615.94
2019550.0723,19428.4,8577.54,13868.72,40594.73
2019550.0763,19431.78,8583.36,13870.15,40597.16
2019550.0803,19426.59,8588.6,13874.72,40608.27
2019550.0843,19419.86,8595.04,13881.21,40621.81
2019550.0883,19426.78,8595.42,13882.11,40623.57
2019550.0923,19433.36,8581.73,13866.76,40604.98
2019550.0963,19431.26,8576.68,13864.33,40599.16
2019550.1003,19431.35,8585.5,13872.82,40611.32
2019550.1043,19430.16,8588.36,13880.97,40625.96
2019550.1083,19429.3,8588.6,13879.83,40621.43
2019550.1123,19432.45,8581.97,13861.85,40598.11
2019550.1163,19428.54,8575.63,13853.17,40589.91
2019550.1203,19423.63,8577.63,13861.51,40601.45
2019550.1243,19421.25,8584.88,13871.15,40613.56
2019550.1283,19428.4,8586.31,13870.53,40613.56
2019550.1323,19440.27,8585.74,13861.09,40603.36
2019550.1363,19440.37,8586.65,13861.56,40606.36
2019550.1403,19435.6,8591.18,13879.21,40624.1
2019550.1443,19437.27,8602.43,13896.28,40641.46
2019550.1483,19447.52,8602.76,13894.23,40638.59
2019550.1523,19448.09,8588.84,13872.05,40614.23
2019550.1563,19439.51,8586.17,13863.76,40607.17
2019550.1603,19432.93,8586.93,13869.57,40615.94
2019550.1643,19433.45,8590.32,13884.83,40629.06
2019550.1683,19435.69,8589.65,13878.49,40620.71
2019550.1723,19437.22,8582.21,13862.42,40601.16
2019550.1763,19443.66,8591.94,13874.96,40614.09
2019550.1803,19449.05,8603.14,13897.8,40641.74
2019550.1843,19437.12,8600.81,13903.48,40650.42
2019550.1883,19425.78,8584.45,13880.68,40623.96
2019550.1923,19430.12,8575.63,13858.84,40597.63
2019550.1963,19423.44,8565.57,13852.07,40592.63
2019550.2003,19410.56,8561.52,13852.45,40599.26
2019550.2043,19406.08,8566.33,13863.8,40614.9
2019550.2083,19409.33,8566.81,13860.94,40610.6
2019550.2123,19420.63,8565.28,13851.41,40596.73
2019550.2163,19421.34,8565.05,13851.69,40596.68
2019550.2203,19415.19,8568.43,13860.75,40608.7
2019550.2243,19412.62,8574.06,13876.96,40624.67
2019550.2283,19424.82,8576.68,13877.68,40627.77
2019550.2323,19431.78,8567.29,13861.13,40610.65
2019550.2363,19426.21,8559.32,13856.08,40606.55
2019550.2403,19418.38,8561.37,13862.61,40612.56
2019550.2443,19416.0,8568.24,13874.01,40623.72
2019550.2483,19421.48,8570.58,13872.34,40624.91
2019550.2523,19423.53,8563.71,13855.84,40608.79
2019550.2563,19416.86,8557.99,13849.93,40602.97
2019550.2603,19411.38,8563.0,13861.61,40616.28
2019550.2643,19419.15,8572.39,13878.11,40633.78
2019550.2683,19429.73,8575.35,13876.92,40631.59
2019550.2723,19434.98,8566.09,13862.9,40610.32
2019550.2763,19427.59,8561.61,13857.27,40604.64
2019550.2803,19418.1,8564.9,13861.18,40615.56
2019550.2843,19408.61,8566.86,13871.19,40629.2
2019550.2883,19410.42,8565.14,13866.86,40622.76
2019550.2923,19422.68,8558.23,13851.41,40604.31
2019550.2963,19414.43,8554.03,13845.3,40595.35
2019550.3003,19402.94,8563.71,13856.51,40606.46
2019550.3043,19398.17,8572.15,13873.2,40621.33
2019550.3083,19405.8,8574.44,13871.29,40619.81
2019550.3123,19414.57,8564.52,13853.27,40599.88
2019550.3163,19412.09,8559.85,13848.12,40596.54
2019550.3203,19410.33,8565.38,13860.47,40608.55
2019550.3243,19411.42,8570.72,13873.96,40620.52
2019550.3283,19418.15,8570.96,13876.15,40618.76
2019550.3323,19423.2,8562.04,13859.85,40601.69
2019550.3363,19414.0,8555.46,13849.59,40597.16
2019550.3403,19406.51,8557.03,13853.55,40607.65
2019550.3443,19409.66,8567.29,13867.19,40623.62
2019550.3483,19419.2,8566.62,13866.71,40617.9
2019550.3523,19428.73,8563.76,13856.13,40602.21
2019550.3563,19416.48,8559.08,13849.12,40594.44
2019550.3603,19412.0,8565.09,13862.28,40606.41
2019550.3643,19413.0,8569.15,13874.82,40620.09
2019550.3683,19419.91,8565.28,13868.95,40615.71
2019550.3723,19423.63,8556.7,13847.92,40598.45
2019550.3763,19419.24,8555.08,13844.68,40599.97
2019550.3803,19418.05,8559.37,13856.6,40614.99
2019550.3843,19421.25,8571.72,13876.34,40632.82
2019550.3883,19427.3,8577.59,13883.31,40636.45
2019550.3923,19428.06,8569.53,13862.75,40613.23
2019550.3963,19413.66,8561.99,13851.98,40601.21
2019550.4003,19409.85,8568.19,13867.86,40613.8
2019550.4043,19415.09,8581.31,13885.69,40632.92
2019550.4083,19423.01,8579.54,13884.93,40631.73
2019550.4123,19425.78,8564.0,13866.24,40612.37
2019550.4163,19427.83,8562.85,13867.48,40615.94
2019550.4203,19430.07,8575.96,13881.4,40633.4
2019550.4243,19430.12,8582.69,13890.03,40643.74
2019550.4283,19429.16,8581.5,13884.02,40634.92
2019550.4323,19432.79,8574.73,13867.9,40613.32
2019550.4363,19422.49,8567.86,13860.37,40605.22
2019550.4403,19420.48,8577.01,13877.54,40622.86
2019550.4443,19419.72,8585.64,13894.51,40639.69
2019550.4483,19428.92,8582.64,13887.69,40634.02
2019550.4523,19437.74,8574.63,13871.34,40614.51
2019550.4563,19431.64,8570.96,13866.14,40607.46
2019550.4603,19422.96,8575.58,13876.34,40616.95
2019550.4643,19419.15,8577.4,13888.65,40626.82
2019550.4683,19416.67,8573.2,13881.4,40614.61
2019550.4723,19418.43,8554.6,13859.46,40589.86
2019550.4763,19413.43,8551.65,13853.07,40590.24
2019550.4803,19406.46,8560.09,13862.66,40605.45
2019550.4843,19417.72,8570.53,13883.02,40631.97
2019550.4883,19441.32,8576.01,13896.75,40648.94
2019550.4923,19449.43,8574.34,13882.69,40634.78
2019550.4963,19424.82,8559.42,13863.23,40610.22
2019550.5003,19400.31,8551.55,13852.93,40600.54
2019550.5043,19394.11,8553.46,13859.56,40609.75
2019550.5083,19406.51,8553.6,13865.42,40614.85
2019550.5123,19419.82,8549.93,13855.65,40603.83
2019550.5163,19403.75,8539.15,13842.35,40590.91
2019550.5203,19401.27,8545.21,13853.12,40603.12
2019550.5243,19401.22,8558.42,13869.24,40619.24
2019550.5283,19410.76,8560.9,13873.63,40618.19
2019550.5323,19428.21,8560.32,13867.57,40608.22
2019550.5363,19424.25,8556.89,13864.8,40604.41
2019550.5403,19408.66,8554.84,13866.19,40608.51
2019550.5443,19402.74,8556.99,13873.2,40618.81
2019550.5483,19410.95,8551.55,13868.48,40617.18
2019550.5523,19421.01,8542.25,13849.78,40601.02
2019550.5563,19411.61,8538.29,13840.49,40593.87
2019550.5603,19406.13,8544.78,13849.93,40603.55
2019550.5643,19405.89,8548.93,13860.42,40614.04
2019550.5683,19411.71,8549.41,13861.71,40610.65
2019550.5723,19423.11,8543.78,13849.36,40595.82
2019550.5762,19416.91,8541.87,13847.5,40593.3
2019550.5802,19413.14,8549.83,13860.28,40607.03
2019550.5842,19406.75,8555.7,13872.29,40621.24
2019550.5882,19403.89,8552.74,13867.33,40610.94
2019550.5922,19415.95,8550.45,13856.46,40594.01
2019550.5962,19416.76,8552.08,13858.03,40591.2
2019550.6002,19408.18,8555.56,13867.52,40598.3
2019550.6042,19401.55,8558.7,13874.15,40606.31
2019550.6082,19405.89,8553.89,13871.39,40601.83
2019550.6122,19410.09,8544.64,13854.98,40584.76
2019550.6162,19413.04,8545.16,13854.79,40589.0
2019550.6202,19412.71,8548.55,13862.33,40601.07
2019550.6242,19404.46,8549.02,13868.81,40609.36
2019550.6282,19403.84,8546.97,13867.52,40605.93
2019550.6322,19411.61,8544.4,13855.6,40591.1
2019550.6362,19405.13,8539.34,13852.5,40587.05
2019550.6402,19403.75,8548.31,13863.04,40599.16
2019550.6442,19401.79,8556.32,13873.63,40612.61
2019550.6482,19409.33,8557.51,13870.53,40610.03
2019550.6522,19419.86,8553.41,13857.6,40593.58
2019550.6562,19413.19,8550.36,13854.55,40588.1
2019550.6602,19407.61,8551.93,13862.37,40598.59
2019550.6642,19401.22,8557.23,13876.15,40613.66
2019550.6682,19406.75,8555.56,13875.01,40612.03
2019550.6722,19416.86,8549.5,13860.13,40595.97
2019550.6762,19409.8,8542.01,13852.79,40590.2
2019550.6802,19405.08,8547.69,13861.09,40601.16
2019550.6842,19405.03,8556.41,13871.34,40614.61
2019550.6882,19410.28,8552.46,13869.86,40608.79
2019550.6922,19412.38,8541.59,13850.88,40587.53
2019550.6962,19403.98,8540.39,13842.78,40582.66
2019550.7002,19399.22,8543.64,13850.69,40594.3
2019550.7042,19400.03,8553.46,13866.09,40609.41
2019550.7082,19406.46,8559.51,13868.52,40609.03
2019550.7122,19405.65,8546.73,13847.64,40584.86
2019550.7162,19399.31,8540.35,13836.29,40574.13
2019550.7202,19385.29,8541.35,13834.62,40575.8
2019550.7242,19372.7,8535.1,13834.19,40576.08
2019550.7282,19380.81,8536.86,13828.18,40571.36
2019550.7322,19391.11,8531.05,13814.64,40553.91
2019550.7362,19378.86,8518.94,13803.58,40542.08
2019550.7402,19375.8,8523.8,13816.26,40559.54
2019550.7442,19371.89,8530.9,13826.66,40572.41
2019550.7482,19363.36,8524.23,13802.34,40546.09
2019550.7522,19357.83,8501.58,13766.81,40511.28
2019550.7562,19348.43,8490.94,13753.23,40498.69
2019550.7602,19328.98,8482.5,13747.12,40495.83
2019550.7642,19312.57,8477.97,13744.4,40494.59
2019550.7682,19307.66,8465.91,13731.67,40475.52
2019550.7722,19303.99,8450.46,13700.58,40442.81
2019550.7762,19305.42,8445.22,13693.43,40439.85
2019550.7802,19299.32,8448.98,13700.63,40454.11
2019550.7842,19289.16,8446.22,13703.16,40466.6
2019550.7882,19286.44,8429.96,13689.42,40454.54
2019550.7922,19281.25,8408.69,13655.33,40418.15
2019550.7962,19274.28,8409.36,13643.12,40408.71
2019550.8002,19265.18,8414.56,13645.84,40418.11
2019550.8042,19263.7,8415.84,13656.24,40431.93
2019550.8082,19267.13,8412.27,13651.23,40425.78
2019550.8122,19266.51,8402.59,13626.48,40395.07
2019550.8162,19261.98,8402.01,13620.47,40386.63
2019550.8202,19254.35,8403.11,13630.44,40397.79
2019550.8242,19248.3,8402.83,13639.88,40412.1
2019550.8282,19251.16,8397.48,13631.01,40406.61
2019550.8322,19257.83,8393.24,13612.27,40384.73
2019550.8362,19258.69,8398.01,13611.18,40385.2
2019550.8402,19252.83,8395.53,13619.62,40395.22
2019550.8442,19241.76,8386.66,13620.33,40399.13
2019550.8482,19243.39,8379.51,13611.13,40388.49
2019550.8522,19243.91,8368.35,13586.24,40362.74
2019550.8562,19239.9,8366.4,13581.33,40355.5
2019550.8602,19233.52,8369.07,13593.68,40370.85
2019550.8642,19222.12,8363.77,13598.92,40381.96
2019550.8682,19216.97,8353.52,13586.81,40367.89
2019550.8722,19216.35,8345.94,13566.88,40342.19
2019550.8762,19213.06,8345.7,13567.97,40340.09
2019550.8802,19205.86,8345.8,13577.42,40350.39
2019550.8842,19196.51,8342.93,13579.04,40356.78
2019550.8882,19196.04,8337.21,13571.55,40347.2
2019550.8922,19197.04,8327.49,13553.57,40323.74
2019550.8962,19201.71,8325.96,13552.67,40325.6
2019550.9002,19192.32,8319.66,13554.0,40333.47
2019550.9042,19188.02,8325.24,13567.88,40347.06
2019550.9082,19194.37,8327.49,13566.4,40343.48
2019550.9122,19198.37,8318.62,13544.23,40321.26
2019550.9162,19183.49,8298.06,13529.83,40308.81
2019550.9202,19171.91,8289.05,13531.35,40317.3
2019550.9242,19170.81,8295.73,13541.13,40331.32
2019550.9282,19175.15,8296.4,13535.07,40324.26
2019550.9322,19180.49,8283.57,13513.95,40303.57
2019550.9362,19169.57,8271.84,13504.6,40294.13
2019550.9402,19160.56,8273.79,13514.52,40304.62
2019550.9442,19161.51,8278.47,13525.11,40320.83
2019550.9482,19169.14,8275.8,13522.77,40321.02
2019550.9522,19171.81,8261.73,13503.93,40302.66
2019550.9562,19165.33,8258.39,13503.46,40300.99
2019550.9602,19160.75,8268.26,13520.53,40317.68
2019550.9642,19148.4,8265.78,13524.3,40322.5
2019550.9682,19152.6,8261.3,13521.67,40316.25
2019550.9722,19156.12,8250.67,13503.22,40292.6
2019550.9762,19142.2,8236.31,13484.38,40272.53
2019550.9802,19139.82,8238.84,13493.73,40285.07
2019550.9842,19139.24,8242.56,13507.99,40301.52
2019550.9882,19143.25,8243.13,13506.22,40295.99
2019550.9922,19145.44,8233.41,13489.53,40275.29
2019550.9962,19140.44,8227.54,13486.24,40278.87
2019551.0002,19141.82,8237.94,13501.88,40299.33
2019551.0042,19135.29,8239.84,13506.27,40302.04
2019551.0082,19137.53,8235.03,13499.21,40289.93
2019551.0122,19148.73,8231.78,13485.1,40272.24
2019551.0162,19148.16,8230.02,13485.39,40271.33
2019551.0202,19140.67,8230.45,13492.2,40277.63
2019551.0242,19131.71,8233.21,13498.59,40285.02
2019551.0282,19134.0,8233.5,13496.78,40283.4
2019551.0322,19135.33,8220.1,13477.14,40261.51
2019551.0362,19126.61,8215.19,13468.03,40254.74
2019551.0402,19128.18,8227.25,13480.28,40274.29
2019551.0442,19119.88,8226.73,13483.19,40281.59
2019551.0482,19120.84,8218.38,13473.89,40268.95
2019551.0522,19121.7,8203.22,13455.44,40247.64
2019551.0562,19110.4,8192.73,13443.61,40236.53
2019551.0602,19100.57,8188.39,13447.0,40241.44
2019551.0642,19098.28,8196.74,13462.45,40257.51
2019551.0682,19098.38,8197.36,13455.54,40246.92
2019551.0722,19110.73,8189.73,13440.09,40231.95
2019551.0762,19111.11,8187.49,13439.66,40230.37
2019551.0802,19098.67,8185.05,13445.28,40232.09
2019551.0842,19083.98,8181.43,13449.96,40237.15
2019551.0882,19084.6,8178.81,13444.57,40233.57
2019551.0922,19088.8,8171.8,13424.78,40209.92
2019551.0962,19081.36,8169.22,13419.96,40204.2
2019551.1002,19074.49,8173.04,13428.4,40215.45
2019551.1042,19075.87,8179.86,13443.76,40228.51
2019551.1082,19084.17,8180.62,13447.19,40231.9
2019551.1122,19094.14,8176.71,13434.89,40221.65
2019551.1162,19086.94,8171.23,13426.97,40216.4
2019551.1202,19081.07,8172.7,13433.98,40226.85
2019551.1242,19083.65,8179.67,13448.91,40245.25
2019551.1282,19092.04,8183.19,13449.48,40245.97
2019551.1322,19100.95,8179.09,13435.99,40228.18
2019551.1362,19092.94,8172.8,13427.45,40218.45
2019551.1402,19081.83,8168.27,13429.79,40224.32
2019551.1442,19079.5,8173.42,13436.7,40233.28
2019551.1482,19087.13,8180.19,13435.7,40234.05
2019551.1522,19096.42,8173.13,13425.4,40222.46
2019551.1562,19084.03,8158.26,13410.86,40210.06
2019551.1602,19067.81,8154.44,13414.05,40213.26
2019551.1642,19055.08,8151.15,13420.25,40220.98
2019551.1682,19055.61,8145.24,13417.63,40211.63
