TimeStamp,ch1,ch2,ch3,ch4
2019585.0061,19335.08,8571.67,14221.81,41093.59
2019585.0101,19340.18,8572.63,14232.59,41109.71
2019585.0141,19333.94,8584.98,14237.41,41110.43
2019585.0181,19330.03,8599.0,14244.51,41113.81
2019585.022,19345.14,8608.25,14243.03,41109.28
2019585.026,19347.86,8608.34,14235.69,41098.12
2019585.03,19344.0,8611.39,14244.22,41110.66
2019585.034,19356.25,8624.94,14269.12,41137.37
2019585.038,19349.29,8639.53,14282.32,41141.71
2019585.042,19364.26,8645.87,14286.95,41142.61
2019585.046,19365.79,8646.92,14277.08,41130.36
2019585.05,19371.46,8655.45,14291.34,41149.29
2019585.054,19369.51,8666.47,14302.3,41159.44
2019585.058,19374.47,8676.05,14317.28,41174.7
2019585.062,19387.1,8677.96,14312.32,41166.26
2019585.066,19389.11,8677.01,14301.87,41154.68
2019585.07,19393.73,8684.68,14313.51,41166.26
2019585.074,19392.68,8690.74,14322.0,41177.71
2019585.078,19389.92,8691.45,14330.72,41189.48
2019585.082,19405.32,8692.46,14326.29,41186.15
2019585.086,19411.14,8687.59,14317.47,41177.04
2019585.09,19411.04,8690.17,14319.61,41181.86
2019585.094,19409.33,8691.98,14329.01,41193.49
2019585.098,19405.89,8693.98,14339.54,41202.65
2019585.102,19413.76,8690.26,14328.96,41187.48
2019585.106,19413.09,8686.5,14317.18,41168.93
2019585.11,19400.69,8686.59,14321.28,41170.79
2019585.114,19396.74,8697.03,14334.63,41186.53
2019585.118,19393.26,8702.8,14338.64,41194.11
2019585.122,19403.56,8702.71,14332.25,41184.72
2019585.126,19407.94,8699.89,14323.43,41173.13
2019585.13,19406.51,8702.57,14329.86,41180.81
2019585.134,19410.14,8708.43,14342.69,41197.26
2019585.138,19406.18,8704.9,14347.22,41203.07
2019585.142,19408.28,8698.42,14338.69,41187.2
2019585.146,19408.61,8694.55,14333.54,41176.04
2019585.15,19399.5,8694.55,14329.01,41172.65
2019585.154,19396.74,8696.46,14333.87,41180.81
2019585.158,19391.35,8697.56,14338.4,41184.72
2019585.162,19402.12,8697.84,14335.06,41177.42
2019585.166,19406.61,8698.37,14323.95,41166.88
2019585.17,19399.17,8697.56,14323.0,41168.5
2019585.174,19400.17,8701.47,14337.92,41186.05
2019585.178,19398.17,8700.42,14345.89,41193.44
2019585.182,19408.85,8697.7,14342.21,41184.43
2019585.186,19420.67,8697.42,14341.88,41180.66
2019585.19,19411.23,8693.51,14336.35,41181.38
2019585.194,19404.7,8698.46,14341.5,41188.24
2019585.198,19401.79,8700.28,14347.32,41198.02
2019585.202,19409.8,8699.89,14339.21,41189.58
2019585.206,19409.47,8691.22,14326.38,41176.23
2019585.21,19409.61,8693.36,14329.86,41183.67
2019585.214,19414.52,8698.18,14340.59,41199.31
2019585.218,19413.28,8708.29,14349.75,41208.84
2019585.222,19422.91,8708.43,14342.5,41201.55
2019585.226,19425.16,8699.75,14328.82,41188.29
2019585.23,19416.62,8698.37,14328.82,41187.96
2019585.234,19414.0,8705.09,14339.69,41197.73
2019585.238,19412.09,8708.57,14351.08,41206.56
2019585.242,19426.35,8711.05,14351.51,41201.6
2019585.246,19426.35,8703.95,14339.88,41187.48
2019585.25,19417.48,8699.04,14335.82,41185.91
2019585.254,19412.9,8702.66,14341.4,41195.06
2019585.258,19408.75,8707.57,14351.04,41205.36
2019585.262,19414.9,8704.47,14342.45,41191.73
2019585.266,19412.95,8696.32,14328.15,41174.51
2019585.27,19409.75,8697.7,14331.72,41179.33
2019585.274,19411.76,8702.42,14346.6,41194.11
2019585.278,19406.7,8704.09,14353.18,41198.21
2019585.282,19411.23,8703.14,14343.03,41185.67
2019585.286,19411.52,8698.99,14330.34,41170.41
2019585.29,19402.17,8690.41,14327.0,41170.41
2019585.294,19401.27,8696.37,14337.68,41185.81
2019585.298,19398.26,8697.27,14351.51,41198.45
2019585.302,19406.61,8694.46,14347.84,41188.58
2019585.306,19402.41,8692.41,14328.62,41164.16
2019585.31,19397.74,8695.46,14328.2,41165.88
2019585.314,19398.98,8704.04,14339.59,41179.33
2019585.318,19390.87,8709.38,14344.03,41183.0
2019585.322,19408.61,8710.62,14340.55,41179.38
2019585.326,19412.71,8709.15,14330.06,41169.79
2019585.33,19414.52,8719.4,14338.21,41181.47
2019585.334,19416.62,8724.64,14349.7,41193.87
2019585.338,19418.91,8726.17,14357.71,41206.84
2019585.342,19421.25,8721.45,14341.88,41191.49
2019585.346,19417.48,8712.96,14329.24,41173.84
2019585.35,19410.9,8708.43,14329.01,41176.47
2019585.354,19413.47,8712.91,14342.69,41194.78
2019585.358,19410.28,8716.49,14354.9,41205.79
2019585.362,19414.81,8710.05,14344.22,41192.68
2019585.366,19412.33,8702.04,14326.72,41173.8
2019585.37,19409.56,8701.66,14329.96,41176.9
2019585.374,19408.66,8709.05,14342.02,41189.63
2019585.378,19403.36,8715.11,14348.41,41197.54
2019585.382,19413.62,8714.44,14343.6,41189.63
2019585.386,19415.86,8711.58,14332.92,41175.04
2019585.39,19410.09,8710.77,14333.06,41174.99
2019585.394,19411.18,8712.67,14342.69,41187.2
2019585.398,19417.05,8722.35,14358.19,41202.55
2019585.402,19427.73,8720.35,14350.94,41193.44
2019585.406,19424.82,8712.48,14333.92,41177.42
2019585.41,19411.61,8710.05,14332.2,41174.32
2019585.414,19402.55,8709.15,14338.3,41179.47
2019585.418,19398.26,8712.2,14345.6,41186.86
2019585.422,19408.85,8714.34,14341.74,41179.33
2019585.426,19412.81,8705.57,14330.82,41167.07
2019585.43,19404.41,8700.32,14326.57,41167.45
2019585.434,19399.55,8703.04,14336.49,41175.51
2019585.438,19394.11,8708.14,14349.37,41186.39
2019585.442,19402.12,8710.77,14343.5,41180.57
2019585.446,19404.08,8707.86,14333.87,41168.17
2019585.45,19400.12,8703.28,14334.44,41169.65
2019585.454,19400.65,8706.52,14345.84,41183.86
2019585.458,19398.02,8711.39,14357.9,41191.39
2019585.462,19404.56,8714.1,14353.71,41183.57
2019585.466,19408.99,8713.39,14347.6,41177.42
2019585.47,19403.46,8713.68,14348.56,41179.71
2019585.474,19397.31,8715.54,14351.99,41189.96
2019585.478,19391.63,8713.91,14357.19,41197.21
2019585.482,19403.84,8714.68,14356.52,41189.34
2019585.486,19399.98,8705.76,14341.36,41172.65
2019585.49,19399.12,8703.42,14345.7,41176.61
2019585.494,19396.69,8707.81,14352.23,41185.57
2019585.498,19395.4,8715.49,14357.09,41193.82
2019585.502,19409.09,8715.87,14351.27,41189.15
2019585.506,19413.38,8710.81,14339.5,41175.42
2019585.51,19407.18,8713.39,14339.26,41175.51
2019585.514,19399.65,8716.16,14347.46,41183.67
2019585.518,19397.4,8719.87,14354.99,41191.54
2019585.522,19415.05,8721.97,14350.8,41185.05
2019585.526,19416.48,8718.3,14340.97,41173.65
2019585.53,19408.09,8712.34,14338.88,41173.84
2019585.534,19402.65,8715.73,14348.7,41185.81
2019585.538,19395.07,8715.77,14355.71,41193.3
2019585.542,19401.27,8710.39,14347.6,41183.67
2019585.546,19407.61,8701.8,14337.21,41174.56
2019585.55,19408.85,8699.66,14341.5,41179.33
2019585.554,19408.04,8710.91,14356.19,41198.97
2019585.558,19397.64,8717.11,14358.47,41199.59
2019585.562,19404.37,8713.15,14348.56,41187.91
2019585.566,19409.09,8713.15,14341.74,41180.62
2019585.57,19402.41,8710.67,14337.35,41177.33
2019585.574,19401.12,8711.77,14344.12,41190.53
2019585.578,19397.45,8713.63,14352.51,41202.45
2019585.582,19408.71,8713.25,14344.5,41193.16
2019585.586,19414.95,8709.81,14332.82,41178.9
2019585.59,19411.85,8710.53,14339.31,41181.62
2019585.594,19406.7,8712.39,14346.89,41190.34
2019585.598,19394.35,8710.81,14353.18,41196.45
2019585.602,19396.26,8705.86,14344.84,41185.0
2019585.606,19403.89,8703.66,14337.11,41176.32
2019585.61,19402.55,8702.47,14339.35,41175.75
2019585.614,19407.32,8715.3,14358.09,41192.35
2019585.618,19407.61,8721.5,14370.06,41205.08
2019585.622,19415.09,8721.88,14367.58,41197.3
2019585.626,19416.91,8719.97,14360.57,41184.1
2019585.63,19411.18,8717.54,14357.62,41184.95
2019585.634,19408.66,8721.92,14360.62,41197.07
2019585.638,19407.23,8726.17,14363.43,41204.27
2019585.642,19417.43,8719.02,14353.66,41193.3
2019585.646,19412.9,8707.48,14342.02,41177.18
2019585.65,19409.61,8709.0,14345.27,41181.66
2019585.654,19412.19,8716.92,14359.81,41194.25
2019585.658,19407.7,8721.45,14368.96,41203.07
2019585.662,19417.57,8722.07,14362.19,41192.2
2019585.666,19420.24,8714.96,14348.17,41177.33
2019585.67,19412.47,8714.96,14351.61,41183.52
2019585.674,19409.9,8716.87,14362.29,41194.92
2019585.678,19401.6,8721.26,14371.83,41201.45
2019585.6819,19417.1,8724.02,14367.53,41197.45
2019585.6859,19424.01,8723.64,14357.85,41191.77
2019585.6899,19418.1,8723.4,14357.0,41196.02
2019585.6939,19415.52,8724.02,14364.77,41207.8
2019585.6979,19410.23,8727.27,14374.93,41215.33
2019585.7019,19423.68,8730.36,14372.35,41211.28
2019585.7059,19426.59,8722.69,14355.38,41197.02
2019585.7099,19420.39,8723.64,14356.71,41197.97
2019585.7139,19418.91,8728.41,14368.58,41208.65
2019585.7179,19410.76,8728.7,14374.93,41212.95
2019585.7219,19417.77,8724.26,14366.2,41197.11
2019585.7259,19420.29,8720.54,14353.94,41185.53
2019585.7299,19419.58,8723.16,14356.33,41196.11
2019585.7339,19422.3,8727.65,14367.53,41210.99
2019585.7379,19414.05,8727.07,14375.02,41216.76
2019585.7419,19421.48,8725.36,14366.25,41203.17
2019585.7459,19425.2,8725.93,14360.29,41195.06
2019585.7499,19418.96,8726.55,14359.33,41197.92
2019585.7539,19418.43,8731.18,14368.58,41212.13
2019585.7579,19418.19,8738.33,14378.22,41221.0
2019585.7619,19430.83,8735.18,14370.4,41211.66
2019585.7659,19427.73,8717.3,14349.56,41192.58
2019585.7699,19423.87,8714.72,14349.89,41194.63
2019585.7739,19419.82,8713.06,14356.95,41203.69
2019585.7779,19414.47,8710.58,14360.72,41210.51
2019585.7819,19422.77,8710.67,14353.71,41199.98
2019585.7859,19421.25,8710.77,14346.36,41185.77
2019585.7899,19415.76,8713.53,14353.9,41193.16
2019585.7939,19416.62,8722.64,14367.2,41209.61
2019585.7979,19406.08,8725.64,14371.78,41214.38
2019585.8019,19413.76,8721.78,14361.24,41205.32
2019585.8059,19417.1,8716.06,14349.84,41191.92
2019585.8099,19414.33,8713.77,14351.32,41195.06
2019585.8139,19414.14,8718.78,14357.71,41203.65
2019585.8179,19405.56,8718.16,14360.95,41211.28
2019585.8219,19411.47,8710.81,14353.28,41200.55
2019585.8259,19412.52,8703.61,14343.03,41189.48
2019585.8299,19407.32,8703.76,14347.27,41191.63
2019585.8339,19406.61,8713.06,14361.1,41204.89
2019585.8379,19400.98,8713.25,14369.92,41209.75
2019585.8419,19413.14,8715.73,14364.72,41205.12
2019585.8459,19416.33,8709.81,14351.47,41192.39
2019585.8499,19411.66,8707.76,14347.36,41191.58
2019585.8539,19405.37,8713.25,14359.0,41203.22
2019585.8579,19397.02,8718.35,14365.72,41210.8
2019585.8619,19405.89,8713.63,14350.32,41197.21
2019585.8659,19410.8,8705.14,14336.73,41181.28
2019585.8699,19400.5,8695.7,14335.87,41185.53
2019585.8739,19396.31,8695.79,14341.69,41193.2
2019585.8779,19393.59,8701.61,14350.94,41202.41
2019585.8819,19413.28,8711.24,14354.9,41200.88
2019585.8859,19413.86,8700.47,14341.79,41184.86
2019585.8899,19408.66,8694.84,14338.92,41184.81
2019585.8939,19405.03,8709.81,14347.65,41199.55
2019585.8979,19398.5,8716.01,14354.56,41210.13
2019585.9019,19408.61,8709.96,14345.22,41197.21
2019585.9059,19417.43,8705.04,14334.63,41184.81
2019585.9099,19417.67,8711.96,14345.22,41190.68
2019585.9139,19405.75,8711.34,14352.04,41198.83
2019585.9179,19391.68,8706.57,14349.8,41199.93
2019585.9219,19397.21,8700.28,14336.25,41185.81
2019585.9259,19399.84,8696.27,14325.05,41171.79
2019585.9299,19397.31,8698.37,14330.77,41174.61
2019585.9339,19404.08,8705.95,14345.79,41190.01
2019585.9379,19403.65,8705.47,14355.99,41201.41
2019585.9419,19412.42,8708.86,14352.47,41193.54
2019585.9459,19412.0,8709.81,14344.26,41182.9
2019585.9499,19407.89,8712.2,14346.98,41187.91
2019585.9539,19408.9,8715.06,14351.04,41198.74
2019585.9579,19403.51,8710.96,14355.38,41204.31
2019585.9619,19414.47,8711.72,14355.09,41198.69
2019585.9659,19415.19,8708.53,14343.45,41187.82
2019585.9699,19406.27,8705.57,14338.83,41188.67
2019585.9739,19398.88,8703.19,14342.64,41194.3
2019585.9779,19392.35,8705.71,14350.89,41200.93
2019585.9819,19406.7,8711.48,14350.32,41194.73
2019585.9859,19410.33,8707.0,14341.88,41183.14
2019585.9899,19411.95,8706.95,14347.84,41194.11
2019585.9939,19415.19,8715.73,14360.95,41212.52
2019585.9979,19408.37,8718.54,14368.25,41220.91
2019586.0019,19415.52,8713.39,14361.29,41208.7
2019586.0059,19408.51,8704.81,14340.55,41188.2
2019586.0099,19402.17,8700.51,14341.69,41191.39
2019586.0139,19404.22,8707.86,14358.52,41203.41
2019586.0179,19401.41,8710.96,14368.49,41209.37
2019586.0219,19409.47,8708.1,14356.47,41198.93
2019586.0259,19412.0,8706.24,14343.03,41187.82
2019586.0299,19401.84,8702.95,14337.21,41185.05
2019586.0339,19395.78,8704.47,14344.98,41192.58
2019586.0379,19391.35,8705.38,14351.42,41198.5
2019586.0419,19406.94,8705.43,14349.18,41190.96
2019586.0459,19410.9,8698.18,14340.31,41180.23
2019586.0499,19405.13,8698.94,14342.98,41183.67
2019586.0539,19401.41,8706.86,14355.47,41197.4
2019586.0579,19396.97,8710.58,14362.29,41206.7
2019586.0619,19407.37,8711.63,14354.76,41195.54
2019586.0659,19412.04,8706.57,14342.02,41181.9
2019586.0699,19408.23,8706.81,14343.45,41184.67
2019586.0739,19408.61,8713.34,14351.42,41196.73
2019586.0779,19409.8,8715.2,14357.38,41206.56
2019586.0819,19425.2,8717.11,14350.8,41199.26
2019586.0859,19423.92,8710.67,14338.54,41183.14
2019586.0899,19420.2,8709.34,14342.12,41187.48
2019586.0939,19416.76,8711.1,14356.42,41199.78
2019586.0979,19412.09,8704.0,14365.01,41204.12
2019586.1019,19424.73,8702.09,14355.95,41194.35
2019586.1059,19425.54,8700.18,14341.17,41180.85
2019586.1099,19415.33,8699.85,14336.25,41180.52
2019586.1139,19416.95,8711.77,14355.09,41198.26
2019586.1179,19412.47,8718.11,14367.58,41205.46
2019586.1219,19416.0,8714.63,14358.57,41191.39
2019586.1259,19414.81,8709.57,14344.88,41176.9
2019586.1299,19410.52,8711.96,14343.22,41177.33
2019586.1339,19408.28,8709.77,14350.85,41185.29
2019586.1379,19409.8,8710.53,14365.1,41200.12
2019586.1419,19428.26,8713.44,14365.58,41200.21
2019586.1459,19432.59,8708.62,14355.33,41189.06
2019586.1499,19419.86,8708.05,14353.13,41188.29
2019586.1539,19405.65,8712.82,14362.34,41194.78
2019586.1579,19395.26,8711.48,14365.01,41196.73
2019586.1619,19408.23,8710.43,14355.61,41190.25
2019586.1659,19418.15,8710.24,14348.41,41182.86
2019586.1699,19413.19,8708.34,14350.94,41186.34
2019586.1739,19411.8,8708.86,14357.66,41200.69
2019586.1779,19413.76,8712.58,14365.63,41210.23
2019586.1819,19424.39,8714.15,14359.19,41199.98
2019586.1859,19427.59,8714.96,14350.32,41187.43
2019586.1899,19423.68,8715.82,14355.85,41194.01
2019586.1939,19422.72,8722.31,14370.68,41211.42
2019586.1979,19417.81,8726.26,14378.22,41220.57
2019586.2019,19431.97,8728.22,14375.12,41215.0
2019586.2059,19431.78,8721.26,14360.62,41199.59
2019586.2099,19423.87,8720.07,14356.71,41200.55
2019586.2139,19415.91,8721.97,14363.96,41210.56
2019586.2179,19407.37,8717.25,14368.2,41212.75
2019586.2219,19413.38,8713.1,14363.53,41200.55
2019586.2259,19417.15,8714.96,14354.09,41190.49
2019586.2299,19413.09,8719.35,14357.43,41193.63
2019586.2339,19411.38,8722.5,14371.78,41209.37
2019586.2379,19411.33,8727.84,14381.41,41221.24
2019586.2419,19419.43,8725.64,14374.45,41211.9
2019586.2459,19416.62,8711.53,14354.33,41192.49
2019586.2499,19408.42,8707.67,14350.85,41190.44
2019586.2539,19406.51,8715.11,14362.19,41200.83
2019586.2579,19404.89,8723.16,14369.58,41208.56
2019586.2619,19416.38,8721.4,14365.72,41200.93
2019586.2659,19424.58,8718.4,14359.48,41193.3
2019586.2699,19417.48,8717.25,14356.61,41195.78
2019586.2739,19414.76,8719.02,14362.15,41205.17
2019586.2779,19405.37,8713.53,14362.48,41205.7
2019586.2819,19414.62,8713.29,14357.66,41199.5
2019586.2859,19416.95,8709.24,14346.46,41188.2
2019586.2899,19414.19,8710.29,14352.51,41196.97
2019586.2939,19410.8,8713.77,14363.72,41210.13
2019586.2979,19404.65,8716.39,14367.77,41215.23
2019586.3019,19415.09,8718.49,14360.0,41203.03
2019586.3059,19419.24,8711.72,14346.7,41190.53
2019586.3099,19417.81,8712.34,14351.56,41201.07
2019586.3139,19416.14,8713.39,14357.76,41210.94
2019586.3179,19417.96,8720.54,14369.87,41219.29
2019586.3219,19427.02,8719.78,14365.01,41208.42
2019586.3259,19426.82,8714.25,14358.33,41196.26
2019586.3299,19425.92,8721.69,14365.48,41205.27
2019586.3339,19432.5,8736.85,14381.84,41223.67
2019586.3379,19432.98,8744.62,14388.94,41233.35
2019586.3418,19431.83,8733.94,14373.92,41214.66
2019586.3458,19432.36,8721.83,14358.81,41196.97
2019586.3498,19426.49,8720.11,14360.67,41199.74
2019586.3538,19420.1,8723.78,14370.35,41211.56
2019586.3578,19415.05,8728.08,14378.45,41220.1
2019586.3618,19421.2,8726.36,14371.35,41209.37
2019586.3658,19421.96,8715.68,14357.0,41195.73
2019586.3698,19414.09,8711.43,14354.66,41194.4
2019586.3738,19412.14,8715.96,14367.73,41207.37
2019586.3778,19408.61,8723.4,14375.74,41215.23
2019586.3818,19422.01,8725.79,14371.21,41206.98
2019586.3858,19431.4,8722.31,14365.39,41197.83
2019586.3898,19432.45,8721.11,14367.63,41207.51
2019586.3938,19426.25,8727.36,14376.17,41221.86
2019586.3978,19419.48,8729.74,14382.65,41227.25
2019586.4018,19417.57,8723.31,14368.92,41206.22
2019586.4058,19425.59,8719.59,14360.24,41194.4
2019586.4098,19447.71,8730.79,14388.18,41227.77
2019586.4138,19447.0,8738.42,14405.63,41250.23
2019586.4178,19408.47,8714.2,14376.07,41220.53
2019586.4218,19390.82,8684.54,14339.78,41179.28
2019586.4258,19385.2,8675.43,14315.75,41151.62
2019586.4298,19368.84,8658.79,14298.15,41140.37
2019586.4338,19354.49,8640.34,14291.91,41142.42
2019586.4378,19346.38,8635.52,14289.71,41144.57
2019586.4418,19352.53,8621.6,14271.79,41125.45
2019586.4458,19349.24,8607.05,14254.48,41106.04
2019586.4498,19322.59,8591.27,14235.64,41090.21
2019586.4538,19321.44,8593.37,14245.56,41102.8
2019586.4578,19308.57,8596.42,14247.32,41104.04
2019586.4618,19310.86,8591.03,14233.3,41086.63
2019586.4658,19315.77,8580.3,14217.14,41072.56
2019586.4698,19318.54,8579.92,14226.01,41085.68
2019586.4738,19316.77,8585.6,14246.66,41106.52
2019586.4778,19313.39,8591.51,14256.72,41118.05
2019586.4818,19328.88,8595.13,14255.1,41115.96
2019586.4858,19332.84,8591.75,14246.99,41107.9
2019586.4898,19327.17,8591.65,14245.42,41109.71
2019586.4938,19320.44,8594.13,14251.71,41118.53
2019586.4978,19327.45,8595.09,14253.24,41120.68
2019586.5018,19357.59,8592.08,14239.17,41101.6
2019586.5058,19349.77,8584.12,14230.44,41089.21
2019586.5098,19325.88,8580.73,14238.26,41098.08
2019586.5138,19315.29,8585.6,14254.48,41113.91
2019586.5178,19317.06,8598.61,14272.6,41129.07
2019586.5218,19323.92,8597.18,14262.49,41116.67
2019586.5258,19328.64,8591.99,14247.8,41102.8
2019586.5298,19327.45,8593.08,14252.76,41110.85
2019586.5338,19318.77,8597.23,14260.48,41122.06
2019586.5378,19315.39,8599.9,14269.4,41128.31
2019586.5418,19323.97,8594.04,14260.58,41114.81
2019586.5458,19329.36,8585.93,14246.32,41100.84
2019586.5498,19321.25,8586.69,14247.9,41102.8
2019586.5538,19311.19,8593.46,14262.01,41117.34
2019586.5578,19309.43,8597.9,14271.12,41129.98
2019586.5618,19329.93,8597.9,14267.02,41124.49
2019586.5658,19330.89,8594.13,14251.14,41107.99
2019586.5698,19328.31,8593.13,14255.14,41117.63
2019586.5738,19336.18,8600.28,14270.45,41137.41
2019586.5778,19334.51,8607.44,14280.03,41147.95
2019586.5818,19336.37,8603.72,14270.74,41140.47
2019586.5858,19330.22,8593.42,14251.0,41123.4
2019586.5898,19316.1,8589.6,14252.81,41127.11
2019586.5938,19314.77,8595.71,14270.69,41145.04
2019586.5978,19305.85,8597.04,14279.56,41154.29
2019586.6018,19328.02,8591.94,14266.78,41140.13
2019586.6058,19352.63,8587.46,14248.8,41120.1
2019586.6098,19349.91,8592.89,14251.9,41122.63
2019586.6138,19345.19,8600.19,14263.06,41137.27
2019586.6178,19340.04,8605.29,14274.03,41146.47
2019586.6218,19340.66,8594.23,14257.34,41130.26
2019586.6258,19343.28,8584.45,14241.27,41114.0
2019586.6298,19342.09,8585.36,14244.84,41117.96
2019586.6338,19332.79,8586.69,14249.95,41128.31
2019586.6378,19330.65,8599.23,14262.82,41141.28
2019586.6418,19339.28,8601.43,14260.39,41132.65
2019586.6458,19332.94,8584.93,14240.7,41114.96
2019586.6498,19328.31,8583.98,14244.99,41120.01
2019586.6538,19322.54,8589.7,14255.38,41133.46
2019586.6578,19319.58,8591.03,14262.34,41141.32
2019586.6618,19330.22,8583.79,14253.19,41128.26
2019586.6658,19327.26,8578.16,14235.45,41113.57
2019586.6698,19321.92,8578.21,14239.65,41116.81
2019586.6738,19321.92,8584.55,14253.33,41129.59
2019586.6778,19317.01,8581.83,14259.01,41135.22
2019586.6818,19325.31,8575.58,14247.32,41124.73
2019586.6858,19335.51,8578.49,14240.08,41119.29
2019586.6898,19332.22,8582.55,14243.89,41125.02
2019586.6938,19325.64,8586.22,14254.81,41139.51
2019586.6978,19323.97,8591.13,14262.01,41151.91
2019586.7018,19342.62,8595.85,14256.62,41145.0
2019586.7058,19346.19,8592.32,14245.56,41132.84
2019586.7098,19327.6,8585.74,14240.7,41129.74
2019586.7138,19318.06,8586.6,14247.47,41139.56
2019586.7178,19313.96,8581.16,14252.47,41145.28
2019586.7218,19330.93,8581.83,14251.52,41143.14
2019586.7258,19328.07,8576.97,14238.31,41126.83
2019586.7298,19321.68,8579.83,14238.74,41129.31
2019586.7338,19329.03,8593.66,14256.38,41147.9
2019586.7378,19327.21,8596.33,14268.59,41153.53
2019586.7418,19335.18,8590.89,14260.2,41139.99
2019586.7458,19333.6,8581.69,14245.99,41122.11
2019586.7498,19326.02,8579.45,14244.37,41122.82
2019586.7538,19325.78,8582.69,14257.62,41141.47
2019586.7578,19329.22,8587.6,14271.64,41158.01
2019586.7618,19337.13,8593.32,14263.35,41142.95
2019586.7658,19333.46,8592.08,14243.51,41117.01
2019586.7698,19332.74,8597.18,14255.48,41123.92
2019586.7738,19330.84,8599.19,14270.5,41138.8
2019586.7778,19325.54,8605.58,14274.03,41145.76
2019586.7818,19341.38,8616.16,14271.5,41139.8
2019586.7858,19348.29,8617.26,14262.15,41127.11
2019586.7898,19346.29,8621.5,14265.25,41138.18
2019586.7938,19346.14,8629.94,14274.65,41153.96
2019586.7978,19341.76,8632.8,14282.61,41160.64
2019586.8018,19354.06,8634.62,14280.13,41151.53
2019586.8058,19354.06,8625.89,14270.12,41137.75
2019586.8098,19344.33,8622.31,14267.4,41139.42
2019586.8138,19337.56,8627.84,14278.75,41147.62
2019586.8178,19335.18,8634.47,14289.95,41155.53
2019586.8218,19351.87,8634.0,14289.19,41153.82
2019586.8258,19359.16,8626.03,14278.84,41144.66
2019586.8298,19354.63,8627.22,14277.75,41148.72
2019586.8338,19350.96,8632.95,14290.29,41160.73
2019586.8378,19342.47,8634.14,14297.3,41168.98
2019586.8418,19346.67,8628.61,14287.14,41155.3
2019586.8458,19347.67,8615.54,14276.08,41139.18
2019586.8498,19342.81,8614.68,14278.41,41145.76
2019586.8538,19345.0,8622.46,14291.62,41166.26
2019586.8578,19344.62,8627.22,14300.11,41175.56
2019586.8618,19355.92,8629.47,14294.1,41167.36
2019586.8658,19362.26,8625.7,14283.99,41155.3
2019586.8698,19356.73,8627.03,14286.81,41156.49
2019586.8738,19349.86,8631.85,14295.63,41163.54
2019586.8778,19347.38,8637.72,14301.97,41170.36
2019586.8818,19361.69,8637.24,14295.72,41161.69
2019586.8858,19363.83,8629.28,14282.85,41144.66
2019586.8898,19359.02,8632.71,14285.42,41148.33
2019586.8938,19356.21,8632.37,14290.72,41160.54
2019586.8978,19351.87,8637.29,14297.39,41166.26
2019586.9018,19359.45,8633.19,14285.23,41151.81
2019586.9058,19355.44,8623.17,14267.49,41131.31
2019586.9098,19354.25,8632.42,14274.5,41140.04
2019586.9138,19349.58,8640.29,14284.37,41152.67
2019586.9178,19345.38,8636.24,14289.95,41159.16
2019586.9218,19346.05,8627.03,14269.5,41140.61
2019586.9258,19347.43,8622.93,14252.86,41127.5
2019586.9298,19344.28,8628.08,14254.86,41128.59
2019586.9338,19320.39,8618.4,14241.55,41116.53
2019586.9378,19308.71,8618.64,14236.59,41111.52
2019586.9418,19310.76,8615.92,14218.52,41091.26
2019586.9458,19302.28,8603.05,14192.49,41064.08
2019586.9498,19286.49,8594.23,14181.04,41053.97
2019586.9538,19278.91,8590.03,14177.23,41054.92
2019586.9578,19270.57,8586.98,14178.28,41056.92
2019586.9618,19269.28,8581.16,14160.44,41033.94
2019586.9658,19254.97,8562.95,14121.87,40995.65
2019586.9698,19250.44,8558.47,14120.29,40996.89
2019586.9738,19252.06,8561.04,14132.17,41014.44
2019586.9778,19246.25,8559.32,14135.6,41019.16
2019586.9818,19246.1,8546.59,14113.81,40998.23
2019586.9858,19237.66,8530.81,14089.59,40972.95
2019586.9898,19227.46,8522.8,14081.29,40970.76
2019586.9938,19223.26,8520.41,14085.1,40981.82
2019586.9978,19215.54,8511.74,14090.73,40988.69
2019587.0018,19222.6,8508.02,14085.1,40975.62
2019587.0058,19213.11,8487.56,14064.36,40955.12
2019587.0098,19206.81,8485.46,14066.13,40958.12
2019587.0138,19197.61,8488.47,14075.42,40962.94
2019587.0178,19206.29,8502.06,14097.84,40983.54
2019587.0218,19223.26,8500.53,14098.03,40985.54
2019587.0258,19233.18,8500.86,14095.21,40983.11
2019587.0298,19227.22,8501.15,14103.99,40993.93
2019587.0338,19219.78,8496.09,14111.28,41003.28
2019587.0378,19220.55,8502.68,14126.83,41018.73
2019587.0418,19237.0,8502.82,14128.78,41015.53
2019587.0458,19244.34,8503.25,14127.88,41012.82
2019587.0498,19247.96,8508.59,14138.65,41024.83
2019587.0538,19250.4,8515.88,14152.43,41040.47
2019587.0578,19247.15,8519.22,14160.44,41052.73
2019587.0618,19269.37,8520.56,14157.77,41051.2
2019587.0658,19282.92,8520.6,14153.05,41046.62
2019587.0698,19286.59,8525.75,14160.54,41056.59
2019587.0738,19288.97,8540.82,14179.76,41075.43
2019587.0778,19279.43,8541.87,14188.58,41083.87
2019587.0818,19288.83,8539.87,14179.52,41074.19
2019587.0858,19298.51,8536.77,14170.84,41065.84
2019587.0898,19292.17,8535.62,14172.51,41072.23
2019587.0938,19288.83,8536.67,14182.24,41083.96
