TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
2019555.0364,416.081,806.969,407.785,481.25,-1373.75,-280.0,848.16,-641.44,-340.48
2019555.0864,414.495,804.956,406.504,411.25,-1321.25,-603.75,842.08,-626.24,-355.68
2019555.1364,412.177,806.847,406.992,411.25,-1680.0,-621.25,846.64,-644.48,-351.12
2019555.1864,414.617,806.115,404.003,586.25,-1102.5,-525.0,840.56,-641.44,-346.56
2019555.2364,414.068,807.884,402.356,568.75,-848.75,-393.75,832.96,-644.48,-335.92
2019555.2864,412.848,807.579,404.857,183.75,-866.25,-630.0,848.16,-639.92,-346.56
2019555.3364,408.639,807.823,405.101,-26.25,-1487.5,-778.75,846.64,-632.32,-349.6
2019555.3864,406.626,809.287,405.955,-218.75,-1890.0,-621.25,840.56,-636.88,-329.84
2019555.4364,412.238,802.76,403.393,-175.0,-1846.25,-621.25,849.68,-644.48,-354.16
2019555.4864,410.408,811.91,404.43,175.0,-1251.25,-656.25,840.56,-632.32,-338.96
2019555.5364,407.358,808.067,405.528,-201.25,-1662.5,-673.75,864.88,-641.44,-342.0
2019555.5864,410.835,810.08,405.162,-201.25,-1968.75,87.5,852.72,-635.36,-346.56
2019555.6364,415.227,809.775,405.101,-262.5,-1050.0,568.75,851.2,-627.76,-334.4
2019555.6864,414.312,806.42,409.066,-682.5,-516.25,-218.75,843.6,-653.6,-337.44
2019555.7364,404.979,803.126,407.907,-472.5,-1540.0,-875.0,857.28,-638.4,-349.6
2019555.7864,403.759,810.202,407.48,-840.0,-2581.25,-1085.0,851.2,-635.36,-340.48
2019555.8364,404.979,806.054,406.382,-796.25,-2388.75,-8.75,852.72,-646.0,-329.84
2019555.8864,410.591,804.529,412.36,-315.0,-1636.25,87.5,845.12,-635.36,-335.92
2019555.9364,410.347,806.054,410.53,315.0,-1067.5,-463.75,843.6,-644.48,-340.48
2019555.9864,407.663,809.592,409.31,192.5,-1102.5,-446.25,836.0,-633.84,-345.04
2019556.0364,408.517,809.043,408.822,-455.0,-1338.75,-568.75,849.68,-636.88,-329.84
2019556.0864,404.857,807.823,412.848,-271.25,-1470.0,-708.75,852.72,-636.88,-351.12
2019556.1364,402.722,807.152,409.249,-253.75,-1741.25,-735.0,842.08,-620.16,-343.52
2019556.1864,406.26,806.908,410.469,-35.0,-1925.0,-297.5,857.28,-629.28,-345.04
2019556.2364,405.711,807.579,408.456,70.0,-1627.5,-166.25,846.64,-630.8,-331.36
2019556.2864,404.003,810.507,411.506,218.75,-1820.0,-8.75,846.64,-632.32,-345.04
2019556.3364,408.151,806.42,408.883,621.25,-1365.0,-52.5,858.8,-635.36,-343.52
2019556.3864,401.685,813.801,411.018,-210.0,-1443.75,-253.75,848.16,-635.36,-348.08
2019556.4364,403.454,806.176,412.238,350.0,-2598.75,-218.75,845.12,-639.92,-337.44
2019556.4864,409.493,806.542,410.835,446.25,-2327.5,-253.75,857.28,-644.48,-332.88
2019556.5364,409.188,808.982,408.395,472.5,-1260.0,35.0,852.72,-627.76,-325.28
2019556.5864,404.979,808.006,408.578,350.0,-1006.25,306.25,849.68,-639.92,-346.56
2019556.6364,402.844,810.751,406.443,428.75,-1583.75,96.25,840.56,-659.68,-338.96
2019556.6864,411.323,803.919,408.944,78.75,-1706.25,700.0,837.52,-627.76,-334.4
2019556.7364,409.066,809.348,408.395,323.75,-1767.5,778.75,846.64,-639.92,-349.6
2019556.7864,411.384,805.383,404.247,490.0,-1618.75,437.5,855.76,-647.52,-351.12
2019556.8364,413.946,805.139,405.528,682.5,-1575.0,122.5,848.16,-644.48,-352.64
2019556.8864,415.105,808.738,403.454,498.75,-1338.75,-227.5,852.72,-639.92,-351.12
2019556.9364,412.848,810.812,404.186,227.5,-1321.25,-455.0,834.48,-629.28,-346.56
2019556.9864,408.822,806.664,402.173,113.75,-1155.0,-498.75,845.12,-641.44,-357.2
2019557.0364,405.528,810.385,407.053,-218.75,-1583.75,-367.5,848.16,-638.4,-348.08
2019557.0864,404.43,811.422,407.236,-603.75,-2187.5,-297.5,837.52,-638.4,-325.28
2019557.1364,409.066,808.677,408.273,-297.5,-2336.25,-428.75,851.2,-632.32,-346.56
2019557.1864,413.519,806.481,408.273,-350.0,-1697.5,-621.25,857.28,-630.8,-343.52
2019557.2364,404.918,813.069,405.833,-105.0,-953.75,-787.5,836.0,-641.44,-331.36
2019557.2864,403.454,804.956,408.883,-507.5,-2196.25,-17.5,854.24,-639.92,-343.52
2019557.3364,406.87,808.616,408.578,-8.75,-2345.0,-105.0,848.16,-636.88,-334.4
2019557.3864,409.859,805.444,409.737,-43.75,-1846.25,78.75,861.84,-635.36,-354.16
2019557.4364,410.896,803.431,407.907,323.75,-1347.5,-332.5,863.36,-647.52,-337.44
2019557.4864,406.931,808.799,406.992,533.75,-1723.75,-638.75,831.44,-636.88,-345.04
2019557.5364,406.87,812.276,408.09,-87.5,-2353.75,-227.5,839.04,-630.8,-337.44
2019557.5864,410.774,808.067,407.968,35.0,-2082.5,271.25,845.12,-635.36,-338.96
2019557.6364,412.97,808.921,409.066,551.25,-1496.25,-656.25,842.08,-635.36,-346.56
2019557.6864,407.297,810.812,404.796,735.0,-1618.75,-665.0,839.04,-635.36,-363.28
2019557.7364,405.711,811.239,403.759,568.75,-1811.25,-393.75,836.0,-636.88,-334.4
2019557.7864,405.589,809.592,404.003,586.25,-1662.5,-35.0,848.16,-639.92,-349.6
2019557.8364,403.271,811.361,403.088,166.25,-1723.75,542.5,840.56,-630.8,-343.52
2019557.8864,412.055,811.788,403.271,306.25,-1960.0,-8.75,839.04,-641.44,-348.08
2019557.9364,411.018,813.13,403.82,-227.5,-1618.75,-245.0,851.2,-647.52,-346.56
2019557.9864,407.236,812.947,402.722,-131.25,-1548.75,-428.75,845.12,-629.28,-335.92
2019558.0364,406.748,805.2,403.271,-166.25,-1942.5,-656.25,848.16,-641.44,-343.52
2019558.0864,407.846,815.509,403.454,-157.5,-1767.5,-43.75,855.76,-644.48,-334.4
2019558.1364,408.334,806.481,404.552,-428.75,-1723.75,-210.0,842.08,-647.52,-338.96
2019558.1864,406.687,806.298,403.698,17.5,-1925.0,-682.5,845.12,-644.48,-337.44
2019558.2364,405.528,813.557,403.21,-770.0,-1592.5,-192.5,852.72,-636.88,-338.96
2019558.2864,407.541,807.518,409.066,-586.25,-1645.0,166.25,834.48,-633.84,-351.12
2019558.3364,409.432,810.202,407.48,131.25,-1837.5,113.75,832.96,-629.28,-348.08
2019558.3864,412.665,809.592,406.199,-61.25,-1715.0,-131.25,846.64,-627.76,-338.96
2019558.4364,408.029,811.3,408.822,-122.5,-1802.5,52.5,852.72,-641.44,-346.56
2019558.4864,410.957,804.712,406.016,-385.0,-1680.0,-472.5,845.12,-636.88,-354.16
2019558.5364,409.432,805.566,405.711,280.0,-1653.75,-656.25,846.64,-641.44,-323.76
2019558.5864,410.713,808.006,406.992,525.0,-1408.75,-463.75,854.24,-641.44,-351.12
2019558.6364,407.724,809.287,404.308,848.75,-1715.0,-507.5,855.76,-635.36,-343.52
2019558.6864,405.955,807.701,404.735,805.0,-1706.25,-385.0,843.6,-644.48,-349.6
2019558.7364,409.554,808.372,402.539,822.5,-1435.0,-630.0,861.84,-646.0,-343.52
2019558.7864,404.796,810.263,398.391,813.75,-1242.5,-498.75,849.68,-646.0,-342.0
2019558.8364,403.088,813.13,397.293,656.25,-1592.5,-498.75,855.76,-639.92,-340.48
2019558.8864,400.648,815.57,399.916,323.75,-1671.25,-420.0,849.68,-652.08,-352.64
2019558.9364,404.857,811.117,400.038,-463.75,-1793.75,140.0,837.52,-626.24,-352.64
2019558.9864,407.541,810.08,402.234,-113.75,-1732.5,-157.5,836.0,-639.92,-346.56
2019559.0364,407.297,809.287,402.844,-78.75,-1671.25,288.75,842.08,-639.92,-352.64
2019559.0864,407.907,810.141,403.271,-183.75,-1373.75,8.75,860.32,-646.0,-322.24
2019559.1364,404.003,808.311,403.21,210.0,-1155.0,201.25,837.52,-632.32,-337.44
2019559.1864,404.552,814.045,406.382,-577.5,-1758.75,131.25,839.04,-627.76,-323.76
2019559.2363,411.506,810.568,403.332,-551.25,-1837.5,542.5,860.32,-639.92,-352.64
2019559.2864,410.53,809.043,404.674,-367.5,-1723.75,140.0,837.52,-632.32,-340.48
2019559.3364,409.005,805.932,404.918,315.0,-1548.75,-647.5,834.48,-644.48,-331.36
2019559.3864,406.992,809.775,403.21,647.5,-1478.75,-367.5,846.64,-632.32,-346.56
2019559.4364,404.674,809.47,401.197,157.5,-1216.25,-52.5,864.88,-633.84,-355.68
2019559.4864,406.809,811.483,401.319,-148.75,-1601.25,-26.25,846.64,-638.4,-326.8
2019559.5364,408.517,809.165,403.332,-96.25,-1295.0,218.75,858.8,-633.84,-342.0
2019559.5864,407.114,812.154,401.929,35.0,-866.25,673.75,836.0,-639.92,-346.56
2019559.6363,409.798,813.13,400.343,-17.5,-280.0,1155.0,829.92,-641.44,-340.48
2019559.6864,393.023,811.239,400.953,638.75,26.25,-271.25,842.08,-639.92,-335.92
2019559.7364,388.021,814.594,406.687,752.5,-2397.5,140.0,842.08,-621.68,-351.12
2019559.7864,421.083,810.263,410.347,568.75,-3281.25,1522.5,848.16,-644.48,-346.56
2019559.8364,430.965,804.224,404.186,1347.5,1461.25,1618.75,839.04,-641.44,-348.08
2019559.8864,410.774,799.588,400.953,2598.75,2765.0,840.0,860.32,-635.36,-332.88
2019559.9364,397.415,809.836,393.206,2520.0,1076.25,1461.25,854.24,-635.36,-337.44
2019559.9864,410.103,813.374,393.206,2922.5,2485.0,3412.5,848.16,-629.28,-348.08
2019560.0364,408.151,825.513,392.84,2073.75,3281.25,3438.75,836.0,-636.88,-349.6
2019560.0864,414.251,812.459,399.001,-901.25,2213.75,4751.25,848.16,-646.0,-343.52
2019560.1364,421.388,797.209,402.112,236.25,1540.0,4130.0,846.64,-635.36,-352.64
2019560.1864,410.347,805.566,404.857,1015.0,656.25,3053.75,839.04,-641.44,-334.4
2019560.2364,411.75,794.22,403.637,1592.5,166.25,3657.5,857.28,-632.32,-319.2
2019560.2865,442.433,796.66,407.846,2782.5,2397.5,5346.25,837.52,-636.88,-325.28
2019560.3364,416.63,802.699,406.077,857.5,2371.25,1916.25,846.64,-647.52,-335.92
2019560.3864,414.739,802.211,409.798,595.0,-2406.25,787.5,849.68,-639.92,-320.72
2019560.4364,436.638,809.043,400.404,831.25,-3841.25,-761.25,826.88,-653.6,-346.56
2019560.4864,416.142,810.69,396.012,96.25,-2870.0,-1951.25,834.48,-638.4,-331.36
2019560.5364,409.432,808.738,396.866,-560.0,-4016.25,-490.0,842.08,-638.4,-328.32
2019560.5864,413.824,814.899,403.759,-787.5,-2388.75,8.75,836.0,-639.92,-346.56
2019560.6364,431.819,810.202,406.382,-1723.75,-376.25,4366.25,829.92,-638.4,-338.96
2019560.6864,435.601,788.791,407.236,-3438.75,875.0,1898.75,829.92,-652.08,-337.44
2019560.7364,424.377,786.595,411.506,-2668.75,-157.5,-1172.5,836.0,-632.32,-343.52
2019560.7864,412.604,790.499,415.105,-1373.75,-2406.25,-1181.25,832.96,-638.4,-329.84
2019560.8364,418.643,793.244,410.896,-743.75,-4208.75,612.5,837.52,-630.8,-346.56
2019560.8863,431.697,788.425,410.103,-1347.5,-6772.5,-105.0,828.4,-636.88,-351.12
2019560.9364,451.644,789.34,406.321,-568.75,-5705.0,1260.0,828.4,-633.84,-332.88
2019560.9863,454.389,789.95,409.127,201.25,-3806.25,875.0,845.12,-636.88,-348.08
2019561.0364,439.505,786.29,411.506,96.25,-5748.75,-2651.25,825.36,-626.24,-316.16
2019561.0863,452.132,786.961,406.931,936.25,-6273.75,-3036.25,842.08,-644.48,-323.76
2019561.1364,457.378,792.939,401.075,1627.5,-2047.5,-2406.25,839.04,-629.28,-345.04
2019561.1863,435.723,798.063,403.271,332.5,-113.75,-1645.0,832.96,-641.44,-335.92
2019561.2364,441.091,794.22,410.225,-105.0,332.5,-988.75,840.56,-650.56,-335.92
2019561.2864,436.516,791.109,408.09,-148.75,1680.0,1925.0,823.84,-635.36,-335.92
2019561.3364,424.926,793.061,400.77,1636.25,778.75,1776.25,834.48,-647.52,-331.36
2019561.3864,439.688,809.653,395.097,1268.75,-2135.0,-1898.75,842.08,-638.4,-326.8
2019561.4364,426.878,808.25,398.757,-253.75,2441.25,-3990.0,813.2,-638.4,-334.4
2019561.4863,410.896,801.418,407.236,-271.25,2992.5,-2633.75,831.44,-641.44,-352.64
2019561.5364,414.251,797.819,412.116,-1242.5,218.75,192.5,842.08,-638.4,-337.44
2019561.5863,406.077,802.211,414.617,-560.0,-385.0,-1540.0,834.48,-635.36,-322.24
2019561.6364,433.71,796.355,407.175,2082.5,-708.75,428.75,825.36,-649.04,-334.4
2019561.6864,417.728,814.411,414.556,-717.5,-271.25,-3097.5,845.12,-626.24,-334.4
2019561.7364,407.663,782.447,422.303,87.5,-1566.25,-393.75,848.16,-636.88,-337.44
2019561.7863,425.292,801.113,418.277,1312.5,-3788.75,2520.0,831.44,-638.4,-342.0
2019561.8364,450.424,797.392,407.297,2450.0,-2012.5,3395.0,858.8,-639.92,-331.36
2019561.8863,468.114,787.022,396.134,2362.5,3911.25,3202.5,839.04,-639.92,-329.84
2019561.9364,429.745,792.878,389.851,3578.75,4585.0,-1041.25,823.84,-627.76,-346.56
2019561.9863,394.67,824.964,391.071,2257.5,-3228.75,-5031.25,817.76,-626.24,-332.88
2019562.0364,433.039,817.156,388.448,-2380.0,-665.0,-3097.5,829.92,-642.96,-326.8
2019562.0864,427.183,808.982,399.733,-3368.75,2878.75,-2703.75,831.44,-633.84,-351.12
2019562.1364,411.018,797.453,421.083,-3806.25,5678.75,-1671.25,843.6,-633.84,-348.08
2019562.1864,386.923,793.854,429.928,-2397.5,3648.75,-3858.75,839.04,-632.32,-334.4
2019562.2364,377.285,796.599,426.085,2686.25,437.5,-2931.25,843.6,-642.96,-332.88
2019562.2864,385.276,808.128,411.567,2966.25,-892.5,1321.25,849.68,-639.92,-334.4
2019562.3364,392.962,816.424,411.75,1942.5,-1898.75,2887.5,832.96,-658.16,-340.48
2019562.3863,408.944,811.971,415.227,-568.75,-3421.25,1478.75,845.12,-635.36,-325.28
2019562.4364,416.691,802.516,414.8,-210.0,-3290.0,-796.25,855.76,-646.0,-323.76
2019562.4864,412.543,804.651,412.299,1242.5,-1837.5,-3018.75,820.8,-627.76,-332.88
2019562.5364,394.548,813.008,410.835,770.0,-761.25,-3018.75,829.92,-642.96,-345.04
2019562.5864,392.657,812.337,411.628,875.0,-980.0,-1225.0,839.04,-646.0,-342.0
2019562.6364,398.33,812.276,409.005,883.75,-1181.25,-87.5,843.6,-632.32,-323.76
2019562.6864,399.916,806.237,407.419,1076.25,-1120.0,-17.5,839.04,-638.4,-337.44
2019562.7364,400.465,811.422,408.09,1076.25,-1618.75,-761.25,843.6,-629.28,-343.52
2019562.7864,398.33,813.313,402.6,1260.0,-2082.5,-1531.25,837.52,-635.36,-326.8
2019562.8364,401.258,817.095,402.112,892.5,-2038.75,-1155.0,836.0,-624.72,-334.4
2019562.8864,399.001,818.315,403.515,420.0,-1251.25,-726.25,837.52,-646.0,-335.92
2019562.9364,393.389,814.106,403.393,-87.5,-1216.25,-621.25,854.24,-638.4,-329.84
2019562.9864,394.365,818.193,406.931,78.75,-1391.25,-980.0,852.72,-638.4,-351.12
2019563.0364,396.683,815.021,405.589,-367.5,-1872.5,-866.25,843.6,-644.48,-334.4
2019563.0864,395.219,816.241,401.624,-35.0,-1942.5,-1776.25,864.88,-641.44,-331.36
2019563.1364,390.522,818.01,405.345,-901.25,-2003.75,-1365.0,863.36,-650.56,-357.2
2019563.1863,392.474,813.679,407.419,-805.0,-1802.5,-1093.75,861.84,-639.92,-343.52
2019563.2364,391.986,810.324,410.652,-218.75,-1575.0,-428.75,855.76,-647.52,-332.88
2019563.2864,393.145,816.79,409.005,-105.0,-1505.0,-656.25,826.88,-627.76,-335.92
2019563.3364,393.816,819.352,406.809,-78.75,-1566.25,157.5,849.68,-638.4,-338.96
2019563.3864,392.779,814.533,408.517,166.25,-1837.5,-516.25,849.68,-638.4,-337.44
2019563.4364,391.559,817.461,406.992,367.5,-1785.0,-402.5,861.84,-650.56,-338.96
2019563.4864,391.132,815.997,403.027,-17.5,-1662.5,-288.75,858.8,-646.0,-338.96
2019563.5364,394.365,815.631,407.297,-78.75,-1610.0,-376.25,855.76,-646.0,-337.44
2019563.5863,394.914,812.825,411.628,630.0,-1977.5,-1688.75,863.36,-636.88,-354.16
2019563.6364,395.585,814.96,408.273,1006.25,-2065.0,-2528.75,845.12,-639.92,-334.4
2019563.6864,392.23,817.827,406.016,1531.25,-1863.75,-2380.0,840.56,-638.4,-300.96
2019563.7364,388.997,820.877,399.855,1837.5,-1198.75,-2450.0,843.6,-644.48,-337.44
2019563.7864,379.298,824.659,398.94,1155.0,-1785.0,-2248.75,869.44,-624.72,-332.88
2019563.8364,385.276,823.073,399.977,306.25,-1881.25,-1295.0,855.76,-636.88,-325.28
2019563.8864,385.459,819.718,402.844,175.0,-1706.25,-1653.75,860.32,-636.88,-349.6
2019563.9364,383.324,822.951,403.515,157.5,-1662.5,-621.25,839.04,-644.48,-338.96
2019563.9863,385.52,819.901,403.82,673.75,-1688.75,-1172.5,870.96,-652.08,-340.48
2019564.0364,381.189,823.073,403.942,988.75,-1540.0,-1706.25,863.36,-647.52,-337.44
2019564.0864,379.542,823.744,401.929,866.25,-2065.0,-1811.25,852.72,-649.04,-332.88
2019564.1364,379.786,828.38,398.147,787.5,-1933.75,-1181.25,858.8,-644.48,-338.96
2019564.1864,382.897,825.574,400.099,481.25,-1330.0,-673.75,846.64,-636.88,-332.88
2019564.2364,376.065,823.5,400.16,761.25,-1461.25,-1198.75,855.76,-647.52,-343.52
2019564.2863,373.564,827.709,398.574,761.25,-1715.0,-717.5,861.84,-639.92,-334.4
2019564.3364,380.518,824.293,397.293,315.0,-1723.75,122.5,864.88,-646.0,-343.52
2019564.3864,377.163,826.001,397.415,-35.0,-1128.75,507.5,857.28,-641.44,-345.04
2019564.4364,378.932,827.282,395.829,446.25,-1303.75,-26.25,848.16,-662.72,-335.92
2019564.4864,377.529,826.916,396.439,341.25,-1715.0,656.25,874.0,-636.88,-323.76
2019564.5364,382.165,825.696,400.038,52.5,-1540.0,507.5,852.72,-636.88,-317.68
2019564.5864,378.871,827.709,397.354,621.25,-840.0,183.75,843.6,-624.72,-335.92
2019564.6364,378.81,830.149,393.999,43.75,-1382.5,743.75,864.88,-639.92,-322.24
2019564.6864,381.311,826.184,397.171,-113.75,-1653.75,551.25,854.24,-644.48,-334.4
2019564.7364,380.274,828.258,397.171,-350.0,-1802.5,813.75,857.28,-649.04,-331.36
2019564.7863,388.509,822.158,398.94,-306.25,-1662.5,175.0,855.76,-652.08,-355.68
2019564.8364,382.409,819.108,400.892,245.0,-1496.25,-17.5,854.24,-649.04,-322.24
2019564.8864,380.945,824.72,398.757,367.5,-1592.5,-446.25,864.88,-646.0,-338.96
2019564.9364,379.176,825.574,397.415,-78.75,-1671.25,210.0,858.8,-647.52,-332.88
2019564.9864,381.738,824.11,397.049,-78.75,-1785.0,52.5,863.36,-641.44,-346.56
2019565.0364,383.568,819.657,397.72,516.25,-1540.0,-332.5,869.44,-641.44,-351.12
2019565.0864,381.616,825.513,398.879,551.25,-1303.75,-183.75,843.6,-638.4,-329.84
2019565.1364,381.128,824.11,393.694,437.5,-1706.25,-253.75,858.8,-652.08,-349.6
2019565.1864,380.762,828.38,398.33,96.25,-1741.25,8.75,846.64,-636.88,-342.0
2019565.2364,382.165,823.5,396.195,-323.75,-1601.25,192.5,861.84,-647.52,-345.04
2019565.2864,384.361,822.646,399.611,43.75,-1820.0,-140.0,867.92,-650.56,-349.6
2019565.3364,385.703,823.195,400.77,288.75,-1452.5,-332.5,863.36,-638.4,-343.52
2019565.3864,382.043,825.33,397.171,288.75,-1645.0,-358.75,840.56,-629.28,-340.48
2019565.4364,382.775,826.489,393.572,463.75,-1295.0,-481.25,836.0,-647.52,-335.92
2019565.4864,377.529,827.77,395.463,568.75,-1286.25,-420.0,861.84,-639.92,-334.4
2019565.5364,378.688,825.818,398.208,420.0,-1741.25,113.75,857.28,-646.0,-345.04
2019565.5864,379.359,824.11,395.524,332.5,-1653.75,0.0,849.68,-627.76,-334.4
2019565.6364,381.799,827.953,393.755,-52.5,-1592.5,358.75,864.88,-639.92,-342.0
2019565.6864,381.738,822.89,394.609,-131.25,-1820.0,8.75,861.84,-646.0,-338.96
2019565.7364,383.446,824.842,397.232,262.5,-1487.5,-148.75,854.24,-652.08,-335.92
2019565.7864,382.592,825.757,394.548,288.75,-1513.75,-297.5,860.32,-646.0,-342.0
2019565.8364,382.043,828.014,398.391,411.25,-1592.5,-87.5,842.08,-639.92,-310.08
2019565.8864,385.398,825.391,394.121,350.0,-1522.5,-245.0,849.68,-627.76,-313.12
2019565.9364,381.555,824.842,393.694,455.0,-1225.0,-411.25,858.8,-636.88,-319.2
2019565.9864,379.359,826.306,394.06,315.0,-1557.5,-315.0,823.84,-630.8,-313.12
2019566.0364,382.592,828.746,393.145,-166.25,-1636.25,35.0,855.76,-635.36,-328.32
2019566.0864,381.616,827.404,396.073,-595.0,-1715.0,-43.75,842.08,-630.8,-329.84
2019566.1364,380.274,822.463,400.343,-498.75,-2091.25,-358.75,845.12,-638.4,-319.2
2019566.1864,387.106,825.147,397.232,-35.0,-1837.5,-245.0,849.68,-618.64,-311.6
2019566.2364,382.104,821.304,399.672,507.5,-1426.25,-428.75,852.72,-639.92,-338.96
2019566.2864,381.982,823.866,393.694,927.5,-1303.75,-350.0,836.0,-646.0,-323.76
2019566.3364,383.568,832.406,394.365,901.25,-892.5,-778.75,855.76,-633.84,-317.68
2019566.3864,380.274,824.476,392.901,218.75,-1277.5,-175.0,855.76,-650.56,-328.32
2019566.4364,380.03,825.147,391.315,61.25,-1653.75,-297.5,839.04,-639.92,-335.92
2019566.4864,382.043,827.221,391.315,-376.25,-1487.5,201.25,863.36,-627.76,-329.84
2019566.5364,385.52,824.476,396.622,-210.0,-1697.5,-157.5,857.28,-627.76,-329.84
2019566.5864,382.287,819.352,395.768,297.5,-1557.5,70.0,852.72,-639.92,-334.4
2019566.6364,380.701,826.367,392.108,796.25,-1102.5,-420.0,858.8,-632.32,-329.84
2019566.6864,380.884,825.696,391.559,1233.75,-1163.75,306.25,843.6,-621.68,-332.88
2019566.7364,366.732,823.561,387.716,3561.25,-3062.5,-1242.5,854.24,-639.92,-316.16
2019566.7864,358.07,840.031,383.141,3508.75,-6886.25,-2581.25,858.8,-638.4,-320.72
2019566.8364,374.479,851.011,376.187,1636.25,-7210.0,-2441.25,858.8,-646.0,-320.72
2019566.8864,394.609,851.072,382.531,-3858.75,-2275.0,603.75,864.88,-644.48,-316.16
2019566.9364,388.448,833.809,389.912,-5591.25,1347.5,2861.25,860.32,-649.04,-320.72
2019566.9864,379.298,813.252,409.31,-5363.75,2283.75,4077.5,845.12,-642.96,-326.8
2019567.0364,380.823,801.113,420.107,-1881.25,-770.0,1671.25,854.24,-632.32,-328.32
2019567.0864,385.886,801.479,414.983,1330.0,-2380.0,726.25,855.76,-646.0,-335.92
2019567.1364,396.439,830.027,393.633,3211.25,-1575.0,148.75,851.2,-638.4,-325.28
2019567.1864,395.707,832.223,390.217,1400.0,-1006.25,-542.5,855.76,-646.0,-342.0
2019567.2364,380.701,826.916,384.971,621.25,-1260.0,-1793.75,866.4,-633.84,-335.92
2019567.2864,387.411,825.391,385.764,-848.75,-1443.75,70.0,875.52,-652.08,-343.52
2019567.3364,391.986,822.585,389.424,288.75,-796.25,787.5,851.2,-638.4,-332.88
2019567.3864,385.093,824.537,387.411,1487.5,-437.5,96.25,852.72,-629.28,-323.76
2019567.4364,372.283,830.759,386.74,245.0,-1662.5,-1181.25,846.64,-633.84,-331.36
2019567.4864,369.965,824.415,390.339,-367.5,-4095.0,-481.25,867.92,-642.96,-317.68
2019567.5364,384.727,827.282,390.4,-96.25,-2913.75,2135.0,857.28,-635.36,-322.24
2019567.5863,383.629,818.254,395.646,-61.25,-1933.75,2782.5,842.08,-639.92,-313.12
2019567.6364,350.079,792.512,398.818,11322.5,-11777.5,-8312.5,840.56,-655.12,-332.88
2019567.6864,389.668,842.288,365.451,13160.0,-12950.0,-2283.75,857.28,-653.6,-323.76
2019567.7364,454.45,875.594,357.948,-2205.0,1347.5,9992.5,846.64,-658.16,-320.72
2019567.7864,430.965,836.737,368.379,-6168.75,7901.25,9502.5,843.6,-632.32,-317.68
2019567.8363,385.276,814.777,384.239,-4908.75,3806.25,3745.0,839.04,-655.12,-320.72
2019567.8864,386.557,814.045,387.411,-2450.0,-3543.75,-253.75,860.32,-652.08,-337.44
2019567.9364,403.698,818.071,385.581,-2353.75,-5005.0,-2030.0,840.56,-642.96,-334.4
2019567.9864,403.637,820.267,382.531,-1251.25,-3351.25,-3351.25,843.6,-653.6,-340.48
2019568.0364,400.099,824.903,384.361,-1163.75,-2948.75,-3640.0,852.72,-644.48,-331.36
2019568.0864,392.108,824.781,383.568,-2616.25,-2887.5,-1828.75,861.84,-644.48,-334.4
2019568.1364,395.829,817.949,390.522,-3535.0,-2257.5,1408.75,843.6,-638.4,-323.76
2019568.1864,396.805,817.766,394.426,-2861.25,-1986.25,813.75,867.92,-646.0,-334.4
2019568.2364,395.158,809.958,394.182,35.0,-1758.75,-568.75,849.68,-633.84,-331.36
2019568.2864,393.45,815.448,388.387,1793.75,-2318.75,-358.75,845.12,-641.44,-326.8
2019568.3364,406.077,826.001,376.431,2091.25,-1146.25,1286.25,839.04,-639.92,-323.76
2019568.3864,407.968,828.868,373.32,17.5,1881.25,3018.75,842.08,-641.44,-326.8
2019568.4364,400.221,830.942,377.224,-1776.25,1933.75,3237.5,843.6,-641.44,-335.92
2019568.4864,390.339,830.881,388.753,-5390.0,-297.5,4410.0,849.68,-641.44,-334.4
2019568.5364,398.208,806.908,403.332,-6396.25,-3062.5,3368.75,852.72,-638.4,-343.52
2019568.5864,420.351,800.442,412.726,-3753.75,-4978.75,446.25,828.4,-642.96,-322.24
2019568.6364,427.061,789.035,412.97,-96.25,-2940.0,-1802.5,848.16,-646.0,-346.56
2019568.6864,439.81,793.671,411.262,7848.75,2152.5,-11935.0,845.12,-641.44,-335.92
2019568.7364,382.104,835.883,401.136,1592.5,5206.25,-8767.5,840.56,-638.4,-323.76
2019568.7864,369.904,818.437,409.92,1015.0,2782.5,-6965.0,874.0,-638.4,-335.92
2019568.8364,349.225,825.757,407.48,1645.0,-3561.25,-5705.0,867.92,-641.44,-355.68
2019568.8863,366.122,823.866,406.748,1277.5,-6912.5,-2432.5,861.84,-656.64,-348.08
2019568.9364,398.574,836.737,396.5,61.25,-3893.75,183.75,845.12,-650.56,-331.36
2019568.9864,380.884,819.901,400.709,1767.5,253.75,2030.0,863.36,-646.0,-340.48
2019569.0364,377.102,818.62,395.28,2686.25,-1032.5,2152.5,866.4,-644.48,-326.8
2019569.0864,380.274,798.551,391.864,8540.0,-1828.75,-3622.5,858.8,-644.48,-334.4
2019569.1364,367.708,808.433,400.221,13947.5,-4847.5,-8225.0,860.32,-650.56,-334.4
2019569.1864,390.278,858.636,362.035,12451.25,-5407.5,-6501.25,858.8,-642.96,-317.68
2019569.2364,385.947,888.099,344.894,4698.75,2030.0,-1023.75,866.4,-636.88,-307.04
2019569.2864,360.205,861.808,347.029,-621.25,3920.0,1190.0,854.24,-647.52,-316.16
2019569.3364,337.391,847.961,355.508,-1697.5,988.75,3246.25,874.0,-656.64,-332.88
2019569.3864,355.081,851.133,360.815,-2843.75,-1750.0,5363.75,855.76,-636.88,-313.12
