TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
2019593.4864,394.426,839.421,346.053,577.5,-1303.75,-455.0,832.96,-626.24,-310.08
2019593.5364,391.498,840.214,345.992,43.75,-1706.25,-350.0,858.8,-642.96,-308.56
2019593.5864,395.341,840.214,348.798,-525.0,-1688.75,183.75,851.2,-642.96,-319.2
2019593.6364,392.84,838.506,349.957,-533.75,-1706.25,218.75,860.32,-627.76,-302.48
2019593.6864,394.365,835.029,354.349,-70.0,-1723.75,166.25,839.04,-650.56,-311.6
2019593.7364,393.755,837.164,351.787,288.75,-1461.25,-376.25,845.12,-646.0,-323.76
2019593.7864,387.655,840.031,354.166,-35.0,-1478.75,603.75,855.76,-652.08,-304.0
2019593.8364,394.731,833.321,349.286,603.75,-1303.75,1373.75,852.72,-647.52,-337.44
2019593.8864,401.502,836.798,349.957,516.25,-1216.25,1767.5,864.88,-642.96,-329.84
2019593.9363,402.051,833.87,352.214,113.75,-1260.0,1347.5,846.64,-641.44,-305.52
2019593.9864,406.016,833.687,348.798,612.5,-1085.0,481.25,857.28,-650.56,-319.2
2019594.0364,401.319,836.981,345.321,358.75,-1050.0,-560.0,855.76,-646.0,-304.0
2019594.0864,396.744,833.443,350.506,35.0,-1688.75,437.5,858.8,-629.28,-323.76
2019594.1364,403.759,834.968,349.042,323.75,-1487.5,875.0,849.68,-639.92,-316.16
2019594.1864,405.345,834.175,350.628,236.25,-971.25,866.25,852.72,-649.04,-299.44
2019594.2364,404.491,832.833,345.321,595.0,-1426.25,201.25,857.28,-650.56,-326.8
2019594.2864,405.528,833.504,343.491,673.75,-1295.0,140.0,843.6,-644.48,-299.44
2019594.3364,408.517,836.981,341.356,420.0,-805.0,376.25,843.6,-650.56,-307.04
2019594.3864,403.393,837.652,342.393,175.0,-1023.75,201.25,855.76,-635.36,-300.96
2019594.4364,404.796,837.042,344.955,-831.25,-1960.0,-201.25,851.2,-642.96,-304.0
2019594.4864,404.735,837.896,345.321,-787.5,-2476.25,-936.25,861.84,-639.92,-311.6
2019594.5364,405.833,835.395,346.663,-568.75,-1408.75,-1601.25,840.56,-646.0,-300.96
2019594.5864,394.304,834.236,348.066,-673.75,-1356.25,-595.0,851.2,-647.52,-326.8
2019594.6364,395.463,835.029,349.103,280.0,-1443.75,-131.25,849.68,-644.48,-320.72
2019594.6864,398.33,839.421,346.663,525.0,-840.0,437.5,839.04,-635.36,-322.24
2019594.7364,400.404,838.689,343.735,-157.5,-533.75,455.0,840.56,-636.88,-325.28
2019594.7864,399.428,834.602,347.944,-822.5,-813.75,192.5,860.32,-635.36,-328.32
2019594.8364,397.232,839.238,351.726,-875.0,-805.0,586.25,852.72,-646.0,-311.6
2019594.8864,397.72,836.798,355.386,-1496.25,-1233.75,1190.0,854.24,-639.92,-314.64
2019594.9364,404.186,825.269,359.229,-603.75,-1916.25,262.5,836.0,-641.44,-304.0
2019594.9864,408.09,830.82,357.826,-43.75,-1942.5,113.75,836.0,-646.0,-300.96
2019595.0364,404.674,834.236,351.055,-218.75,-1391.25,700.0,855.76,-649.04,-319.2
2019595.0864,405.528,831.491,354.349,-638.75,-1356.25,113.75,834.48,-636.88,-304.0
2019595.1364,407.236,832.711,359.412,-586.25,-1618.75,-542.5,854.24,-642.96,-310.08
2019595.1864,403.271,830.027,359.29,87.5,-1750.0,-761.25,858.8,-633.84,-325.28
2019595.2364,402.417,831.369,359.168,157.5,-1951.25,-726.25,832.96,-635.36,-305.52
2019595.2864,401.014,832.406,355.752,437.5,-2065.0,-542.5,855.76,-642.96,-319.2
2019595.3364,401.99,836.798,349.652,323.75,-1968.75,-78.75,857.28,-649.04,-322.24
2019595.3864,405.467,834.846,350.323,525.0,-682.5,-595.0,836.0,-641.44,-304.0
2019595.4364,399.123,831.308,353.007,420.0,-1163.75,70.0,861.84,-638.4,-305.52
2019595.4864,401.075,833.443,352.641,183.75,-1785.0,-236.25,831.44,-642.96,-325.28
2019595.5364,405.833,833.016,352.58,-96.25,-1697.5,192.5,851.2,-642.96,-313.12
2019595.5864,405.711,832.162,352.336,-367.5,-1610.0,-201.25,857.28,-635.36,-326.8
2019595.6364,399.672,829.234,351.543,-288.75,-1522.5,-227.5,816.24,-642.96,-305.52
2019595.6864,400.221,833.016,354.105,-708.75,-1907.5,236.25,864.88,-629.28,-317.68
2019595.7364,408.029,830.088,359.656,8.75,-1925.0,490.0,826.88,-641.44,-307.04
2019595.7864,411.445,831.308,353.983,236.25,-1347.5,-253.75,843.6,-646.0,-317.68
2019595.8364,402.783,833.26,354.959,525.0,-1513.75,-752.5,872.48,-642.96,-323.76
2019595.8864,399.611,834.297,349.408,227.5,-2450.0,-691.25,831.44,-646.0,-313.12
2019595.9364,401.99,833.199,351.238,52.5,-2318.75,-577.5,854.24,-638.4,-325.28
2019595.9864,403.088,832.772,349.042,43.75,-2012.5,-568.75,860.32,-649.04,-322.24
2019596.0365,397.781,835.334,350.506,-245.0,-1636.25,-227.5,840.56,-642.96,-311.6
2019596.0864,398.818,833.504,350.994,-463.75,-1933.75,-306.25,834.48,-641.44,-325.28
2019596.1364,399.489,836.066,352.824,-148.75,-2668.75,-428.75,848.16,-641.44,-314.64
2019596.1864,402.478,832.101,350.018,-297.5,-2415.0,-446.25,842.08,-653.6,-305.52
2019596.2365,401.075,837.225,353.678,-857.5,-1268.75,61.25,846.64,-658.16,-331.36
2019596.2864,401.136,826.855,356.179,-936.25,-1583.75,603.75,870.96,-655.12,-313.12
2019596.3364,405.04,830.576,355.447,-560.0,-1820.0,306.25,858.8,-655.12,-332.88
2019596.3864,409.188,831.552,356.972,-1006.25,-1776.25,542.5,851.2,-639.92,-308.56
2019596.4364,409.005,829.844,359.961,-770.0,-1758.75,-218.75,843.6,-633.84,-313.12
2019596.4864,398.818,830.393,359.351,-52.5,-2082.5,-761.25,860.32,-649.04,-310.08
2019596.5364,402.661,833.016,356.606,-148.75,-1933.75,122.5,861.84,-636.88,-304.0
2019596.5864,407.053,830.82,353.068,-288.75,-1330.0,-43.75,863.36,-639.92,-314.64
2019596.6364,404.796,830.454,358.497,-341.25,-1286.25,-52.5,837.52,-644.48,-317.68
2019596.6864,407.663,825.574,358.558,105.0,-1356.25,0.0,857.28,-642.96,-294.88
2019596.7363,411.14,831.613,354.715,560.0,-1163.75,-192.5,852.72,-656.64,-325.28
2019596.7864,408.09,833.626,353.251,-358.75,-927.5,-673.75,860.32,-632.32,-313.12
2019596.8363,403.576,832.284,356.667,-507.5,-1610.0,-1277.5,854.24,-641.44,-311.6
2019596.8864,401.685,828.624,357.155,-183.75,-2563.75,-1916.25,843.6,-635.36,-322.24
2019596.9364,403.881,831.796,355.752,-201.25,-2283.75,-1653.75,843.6,-633.84,-323.76
2019596.9864,401.014,836.859,350.872,-630.0,-1338.75,-1688.75,867.92,-641.44,-313.12
2019597.0364,392.962,841.8,352.58,-918.75,-1268.75,-1732.5,852.72,-641.44,-322.24
2019597.0864,392.169,836.005,359.534,-2091.25,-1855.0,-857.5,843.6,-641.44,-314.64
2019597.1363,398.147,828.563,361.974,-612.5,-1575.0,-446.25,849.68,-641.44,-319.2
2019597.1864,399.855,834.724,359.656,-516.25,-1093.75,-358.75,843.6,-650.56,-340.48
2019597.2364,391.62,833.809,360.815,-420.0,-1268.75,-577.5,840.56,-644.48,-332.88
2019597.2864,389.668,836.066,362.218,-813.75,-2021.25,-341.25,855.76,-632.32,-319.2
2019597.3364,393.145,835.944,364.78,-1452.5,-3158.75,-603.75,857.28,-650.56,-316.16
2019597.3864,403.698,827.099,365.817,-411.25,-2187.5,-61.25,848.16,-646.0,-322.24
2019597.4364,404.979,829.417,363.255,52.5,-1076.25,-411.25,858.8,-636.88,-328.32
2019597.4864,394.792,833.443,362.889,61.25,-726.25,-253.75,851.2,-642.96,-322.24
2019597.5363,395.28,835.273,363.194,-437.5,-1470.0,-805.0,866.4,-656.64,-313.12
2019597.5864,392.413,831.491,367.281,-393.75,-2143.75,-857.5,846.64,-633.84,-294.88
2019597.6363,396.744,828.563,368.623,621.25,-1636.25,-148.75,864.88,-646.0,-326.8
2019597.6864,397.354,832.65,361.425,848.75,-988.75,87.5,872.48,-642.96,-323.76
2019597.7364,397.415,832.04,359.717,770.0,-1461.25,-17.5,839.04,-633.84,-322.24
2019597.7864,399.184,835.7,357.765,831.25,-1496.25,-350.0,845.12,-647.52,-313.12
2019597.8364,400.77,837.103,359.351,113.75,-1435.0,17.5,854.24,-642.96,-311.6
2019597.8864,392.413,831.247,363.621,323.75,-1811.25,-1277.5,845.12,-632.32,-300.96
2019597.9363,394.426,826.184,360.51,883.75,-1811.25,-1373.75,840.56,-644.48,-332.88
2019597.9864,394.914,833.443,355.569,1198.75,-1295.0,-586.25,846.64,-653.6,-311.6
2019598.0364,386.374,838.811,357.155,201.25,-1697.5,-262.5,866.4,-626.24,-329.84
2019598.0864,394.731,838.14,353.678,-35.0,-2467.5,-1356.25,855.76,-633.84,-329.84
2019598.1364,396.622,837.957,358.253,-586.25,-1942.5,-980.0,848.16,-632.32,-329.84
2019598.1864,393.084,834.907,357.216,61.25,-1470.0,-813.75,851.2,-632.32,-311.6
2019598.2364,391.864,837.164,358.375,437.5,-1373.75,-586.25,855.76,-633.84,-317.68
2019598.2864,388.143,836.676,355.325,455.0,-1391.25,-866.25,860.32,-638.4,-322.24
2019598.3363,384.239,840.397,356.423,-306.25,-2126.25,-455.0,860.32,-636.88,-311.6
2019598.3864,388.143,838.994,358.07,-787.5,-2380.0,35.0,866.4,-641.44,-311.6
2019598.4363,397.232,833.138,360.083,-358.75,-1741.25,105.0,861.84,-642.96,-314.64
2019598.4864,394.182,833.809,361.303,315.0,-1172.5,-490.0,855.76,-635.36,-322.24
2019598.5363,389.18,837.835,355.142,621.25,-875.0,-673.75,836.0,-633.84,-313.12
2019598.5864,384.788,843.142,358.558,-918.75,-1417.5,656.25,864.88,-632.32,-320.72
2019598.6364,390.217,833.321,360.876,-1015.0,-2065.0,1128.75,855.76,-633.84,-320.72
2019598.6864,396.317,831.491,365.451,-218.75,-2301.25,507.5,837.52,-649.04,-316.16
2019598.7363,395.951,832.711,359.107,393.75,-1662.5,-350.0,846.64,-641.44,-335.92
2019598.7864,397.049,829.173,358.924,315.0,-1146.25,-446.25,843.6,-639.92,-335.92
2019598.8363,388.509,837.774,356.911,288.75,-1225.0,-840.0,861.84,-638.4,-326.8
2019598.8864,388.753,837.286,358.741,87.5,-1671.25,-17.5,849.68,-641.44,-343.52
2019598.9363,391.925,836.615,355.081,-166.25,-2091.25,-297.5,855.76,-635.36,-326.8
2019598.9864,393.999,834.236,359.656,148.75,-1645.0,-542.5,840.56,-639.92,-331.36
2019599.0364,390.522,834.663,359.473,437.5,-1470.0,-218.75,843.6,-633.84,-323.76
2019599.0864,391.742,838.018,358.253,297.5,-1382.5,17.5,860.32,-636.88,-320.72
2019599.1363,390.888,838.079,357.582,236.25,-1408.75,-26.25,854.24,-647.52,-320.72
2019599.1864,389.363,843.386,358.253,-612.5,-1601.25,-122.5,845.12,-635.36,-307.04
2019599.2364,386.618,832.955,363.865,-840.0,-2100.0,0.0,867.92,-635.36,-328.32
2019599.2864,395.036,828.868,363.865,-96.25,-2572.5,297.5,861.84,-647.52,-329.84
2019599.3363,395.585,839.482,361.852,542.5,-918.75,-192.5,845.12,-652.08,-304.0
2019599.3864,389.058,840.031,360.022,-297.5,-1006.25,533.75,861.84,-641.44,-322.24
2019599.4364,386.496,833.199,363.194,-586.25,-2345.0,0.0,839.04,-641.44,-310.08
2019599.4864,391.132,828.38,364.536,8.75,-2633.75,665.0,861.84,-641.44,-311.6
2019599.5364,399.55,833.809,362.218,866.25,-1601.25,1391.25,857.28,-642.96,-319.2
2019599.5864,400.587,830.393,357.826,1522.5,-656.25,1242.5,834.48,-644.48,-316.16
2019599.6363,396.988,838.384,356.911,1032.5,-997.5,297.5,852.72,-644.48,-322.24
2019599.6864,395.585,830.881,360.51,542.5,-1671.25,481.25,864.88,-635.36,-313.12
2019599.7363,402.295,830.576,360.571,1006.25,-1583.75,367.5,855.76,-655.12,-316.16
2019599.7864,397.293,831.613,355.203,1513.75,-1216.25,385.0,863.36,-639.92,-320.72
2019599.8364,398.635,837.347,353.007,1295.0,-1540.0,673.75,840.56,-629.28,-314.64
2019599.8864,400.77,836.859,348.859,822.5,-1706.25,638.75,845.12,-650.56,-308.56
2019599.9364,404.003,832.528,351.787,910.0,-1233.75,350.0,845.12,-636.88,-335.92
2019599.9864,403.637,838.811,349.53,918.75,-813.75,-262.5,845.12,-638.4,-316.16
2019600.0364,398.452,832.894,348.798,525.0,-1408.75,-840.0,849.68,-639.92,-325.28
2019600.0864,394.304,835.151,350.323,516.25,-1916.25,-236.25,851.2,-649.04,-307.04
2019600.1364,401.319,834.114,348.859,131.25,-1968.75,245.0,858.8,-642.96,-316.16
2019600.1864,401.258,841.556,350.75,-87.5,-1102.5,-446.25,857.28,-644.48,-325.28
2019600.2364,397.049,834.724,352.824,-210.0,-1443.75,122.5,854.24,-627.76,-308.56
2019600.2864,401.624,834.968,354.105,-288.75,-1942.5,-262.5,852.72,-632.32,-322.24
2019600.3364,402.173,830.454,353.495,-140.0,-1566.25,-245.0,864.88,-649.04,-314.64
2019600.3864,400.892,834.968,351.055,-323.75,-1050.0,-61.25,842.08,-639.92,-299.44
2019600.4364,396.5,834.053,350.628,-673.75,-1522.5,-481.25,860.32,-644.48,-322.24
2019600.4864,392.901,835.334,353.19,-813.75,-2117.5,-621.25,849.68,-642.96,-320.72
2019600.5363,399.855,832.528,352.092,-472.5,-2082.5,17.5,845.12,-633.84,-317.68
2019600.5864,401.136,833.626,358.009,-105.0,-1610.0,-227.5,846.64,-647.52,-325.28
2019600.6364,396.195,833.26,355.264,455.0,-1330.0,-288.75,851.2,-641.44,-314.64
2019600.6864,398.879,836.371,351.97,105.0,-1697.5,-315.0,857.28,-652.08,-323.76
2019600.7364,398.513,834.053,352.946,175.0,-1671.25,-586.25,858.8,-641.44,-316.16
2019600.7863,399.001,833.565,353.983,-35.0,-1330.0,78.75,852.72,-641.44,-311.6
2019600.8363,398.94,838.567,353.922,-175.0,-1163.75,367.5,848.16,-646.0,-326.8
2019600.8864,398.147,835.578,351.116,-341.25,-1382.5,262.5,845.12,-638.4,-319.2
2019600.9364,397.903,833.382,353.922,-577.5,-1951.25,218.75,836.0,-649.04,-319.2
2019600.9864,399.245,834.907,355.691,-665.0,-2336.25,446.25,863.36,-638.4,-325.28
2019601.0364,407.114,832.223,353.556,17.5,-1496.25,411.25,840.56,-639.92,-304.0
2019601.0864,404.491,836.31,358.192,-96.25,-1295.0,-166.25,848.16,-642.96,-332.88
2019601.1364,401.38,830.149,359.107,665.0,-1776.25,-516.25,846.64,-646.0,-320.72
2019601.1864,399.855,833.199,356.911,551.25,-2117.5,-1155.0,848.16,-636.88,-302.48
2019601.2363,399.977,836.066,351.909,770.0,-1540.0,-997.5,845.12,-636.88,-319.2
2019601.2864,396.012,833.138,348.859,166.25,-1286.25,-341.25,852.72,-652.08,-304.0
2019601.3364,393.084,837.652,350.75,192.5,-1557.5,-87.5,852.72,-641.44,-317.68
2019601.3864,398.086,835.7,353.556,-122.5,-2695.0,131.25,842.08,-644.48,-310.08
2019601.4364,405.467,836.127,353.19,-52.5,-2441.25,-105.0,851.2,-647.52,-308.56
2019601.4864,403.027,833.87,353.861,560.0,-1496.25,-1111.25,840.56,-639.92,-328.32
2019601.5364,394.975,837.347,348.981,490.0,-1496.25,-560.0,857.28,-636.88,-308.56
2019601.5864,394.975,838.384,344.894,113.75,-1653.75,-262.5,837.52,-618.64,-307.04
2019601.6364,398.94,837.286,350.201,-498.75,-1627.5,253.75,867.92,-633.84,-305.52
2019601.6864,401.868,833.382,352.519,-218.75,-1697.5,-280.0,826.88,-632.32,-296.4
2019601.7363,403.149,834.053,354.227,175.0,-1417.5,-988.75,845.12,-638.4,-311.6
2019601.7864,394.182,835.273,348.859,-236.25,-1557.5,-980.0,854.24,-644.48,-311.6
2019601.8364,392.657,838.872,349.652,-393.75,-1802.5,-673.75,846.64,-649.04,-305.52
2019601.8864,394.243,837.347,352.092,-463.75,-1933.75,-796.25,864.88,-647.52,-338.96
2019601.9364,395.89,842.349,354.349,-498.75,-1767.5,-577.5,861.84,-644.48,-319.2
2019601.9864,396.927,830.332,353.495,-875.0,-1505.0,122.5,855.76,-639.92,-316.16
2019602.0364,399.306,836.249,354.593,-560.0,-1470.0,-96.25,857.28,-647.52,-307.04
2019602.0864,396.683,833.565,355.752,-796.25,-1601.25,-122.5,849.68,-632.32,-296.4
2019602.1364,396.5,831.369,357.033,-498.75,-1767.5,-332.5,870.96,-638.4,-317.68
2019602.1864,392.474,835.944,358.314,8.75,-1505.0,-393.75,858.8,-644.48,-316.16
2019602.2364,393.999,835.578,356.728,-481.25,-2196.25,-78.75,851.2,-644.48,-305.52
2019602.2864,396.5,836.432,357.033,-595.0,-2275.0,-26.25,834.48,-630.8,-307.04
2019602.3364,400.16,830.515,360.266,-52.5,-1653.75,-455.0,861.84,-644.48,-332.88
2019602.3864,394.67,833.443,355.142,717.5,-1400.0,-507.5,840.56,-646.0,-316.16
2019602.4364,393.267,837.103,354.288,612.5,-1496.25,-332.5,857.28,-638.4,-328.32
2019602.4864,394.792,836.432,353.495,96.25,-1618.75,0.0,845.12,-639.92,-297.92
2019602.5364,398.208,836.432,353.983,-52.5,-1513.75,-218.75,852.72,-635.36,-323.76
2019602.5864,397.598,837.347,355.935,157.5,-1758.75,-341.25,837.52,-646.0,-322.24
2019602.6364,396.5,836.493,355.264,367.5,-1820.0,-157.5,842.08,-636.88,-307.04
2019602.6863,395.219,833.382,351.97,761.25,-1487.5,-341.25,860.32,-639.92,-313.12
2019602.7364,395.585,840.214,353.129,70.0,-1417.5,376.25,848.16,-646.0,-329.84
2019602.7864,396.561,834.907,355.264,-402.5,-1548.75,472.5,857.28,-646.0,-328.32
2019602.8364,398.452,834.053,356.484,-175.0,-1820.0,-157.5,849.68,-633.84,-320.72
2019602.8864,399.123,833.443,355.508,472.5,-1505.0,-183.75,834.48,-649.04,-293.36
2019602.9364,396.744,834.297,352.458,166.25,-1487.5,-253.75,843.6,-652.08,-331.36
2019602.9864,394.365,838.628,351.543,-96.25,-1583.75,-901.25,854.24,-632.32,-311.6
2019603.0364,395.097,836.31,354.349,-280.0,-1890.0,-595.0,842.08,-642.96,-308.56
2019603.0864,394.731,836.127,350.994,157.5,-1916.25,-560.0,867.92,-647.52,-322.24
2019603.1364,396.134,838.018,355.996,105.0,-1540.0,-411.25,851.2,-647.52,-323.76
2019603.1864,395.341,831.857,353.983,927.5,-1531.25,-455.0,874.0,-642.96,-332.88
2019603.2364,396.073,836.92,349.469,1347.5,-1916.25,-866.25,858.8,-647.52,-305.52
2019603.2864,395.158,839.97,347.334,1015.0,-1470.0,-455.0,834.48,-638.4,-325.28
2019603.3364,393.572,840.397,347.395,113.75,-883.75,-157.5,849.68,-647.52,-313.12
2019603.3864,390.644,836.981,348.249,43.75,-1111.25,-280.0,870.96,-647.52,-307.04
2019603.4364,390.339,836.676,349.835,17.5,-1435.0,-498.75,852.72,-644.48,-307.04
2019603.4864,395.89,846.497,351.482,-455.0,-1128.75,-192.5,845.12,-650.56,-310.08
2019603.5364,394.487,836.798,352.336,-1102.5,-1382.5,656.25,843.6,-641.44,-308.56
2019603.5864,394.243,833.443,354.41,-332.5,-1671.25,-630.0,858.8,-650.56,-325.28
2019603.6364,391.132,836.188,353.312,-446.25,-1863.75,-638.75,842.08,-639.92,-319.2
2019603.6864,394.731,836.92,355.02,-271.25,-1645.0,-78.75,839.04,-633.84,-320.72
2019603.7364,395.219,833.26,351.848,210.0,-1277.5,175.0,863.36,-647.52,-304.0
2019603.7864,393.755,838.933,352.824,210.0,-1373.75,-271.25,855.76,-635.36,-323.76
2019603.8364,389.729,838.811,349.347,0.0,-1811.25,-210.0,870.96,-641.44,-320.72
2019603.8864,396.256,839.36,351.665,-78.75,-1977.5,-481.25,863.36,-641.44,-320.72
2019603.9364,391.498,840.031,351.97,-446.25,-1496.25,-682.5,854.24,-641.44,-314.64
2019603.9864,389.485,839.482,351.177,-201.25,-2100.0,-288.75,855.76,-650.56,-314.64
2019604.0364,395.89,838.628,351.299,-402.5,-2170.0,315.0,848.16,-659.68,-316.16
2019604.0864,396.134,833.809,355.63,-367.5,-1531.25,533.75,851.2,-630.8,-304.0
2019604.1364,395.829,834.724,353.312,-358.75,-1338.75,673.75,854.24,-633.84,-310.08
2019604.1864,395.28,838.201,352.641,-218.75,-1321.25,236.25,829.92,-636.88,-304.0
2019604.2364,394.121,837.713,354.044,131.25,-1470.0,-332.5,848.16,-639.92,-326.8
2019604.2864,393.816,839.726,349.103,-148.75,-962.5,-568.75,867.92,-649.04,-323.76
2019604.3364,388.326,838.872,352.702,-481.25,-1671.25,280.0,852.72,-638.4,-316.16
2019604.3864,393.999,833.931,357.643,-446.25,-2056.25,437.5,857.28,-644.48,-326.8
2019604.4364,400.587,837.591,355.325,-148.75,-1067.5,516.25,840.56,-638.4,-311.6
2019604.4864,398.879,836.432,358.009,-376.25,-813.75,595.0,840.56,-638.4,-305.52
2019604.5364,393.999,831.125,353.861,-78.75,-1373.75,-227.5,863.36,-642.96,-299.44
2019604.5864,396.439,835.212,356.545,-122.5,-1671.25,-752.5,845.12,-646.0,-293.36
2019604.6364,392.535,831.918,356.911,-323.75,-1767.5,-140.0,848.16,-646.0,-307.04
2019604.6864,397.049,835.639,355.081,-52.5,-2135.0,-376.25,854.24,-652.08,-319.2
2019604.7364,398.574,834.724,356.972,175.0,-1688.75,-630.0,837.52,-649.04,-319.2
2019604.7864,394.06,836.188,353.678,332.5,-1190.0,-892.5,864.88,-646.0,-319.2
2019604.8364,390.278,836.859,355.508,8.75,-1365.0,-656.25,840.56,-633.84,-335.92
2019604.8864,389.973,835.578,357.887,-26.25,-1373.75,-280.0,845.12,-642.96,-328.32
2019604.9364,393.389,838.079,352.885,245.0,-1548.75,87.5,852.72,-642.96,-328.32
2019604.9864,391.132,839.055,353.617,70.0,-1548.75,577.5,849.68,-642.96,-313.12
2019605.0364,394.609,836.31,356.545,-455.0,-1820.0,498.75,852.72,-646.0,-313.12
2019605.0864,396.256,834.968,357.948,-131.25,-2030.0,35.0,849.68,-646.0,-314.64
2019605.1364,398.452,835.944,353.373,61.25,-1260.0,-560.0,858.8,-642.96,-304.0
2019605.1864,390.583,837.408,357.155,-70.0,-1330.0,-245.0,858.8,-627.76,-317.68
2019605.2364,389.79,835.517,355.325,-52.5,-1461.25,8.75,854.24,-649.04,-313.12
2019605.2864,396.988,833.443,357.094,-183.75,-988.75,385.0,861.84,-639.92,-326.8
2019605.3364,398.147,836.249,361.608,-175.0,-673.75,-105.0,854.24,-635.36,-320.72
2019605.3864,390.583,830.027,358.009,183.75,-1356.25,-638.75,849.68,-647.52,-310.08
2019605.4364,391.071,837.957,351.238,262.5,-1592.5,-525.0,857.28,-626.24,-310.08
2019605.4864,392.474,838.75,354.837,-148.75,-1618.75,350.0,858.8,-635.36,-311.6
2019605.5364,395.219,835.456,355.325,-113.75,-1793.75,297.5,848.16,-638.4,-311.6
2019605.5864,398.391,837.042,358.741,-306.25,-1487.5,-140.0,849.68,-647.52,-319.2
2019605.6364,393.694,837.652,360.388,-271.25,-1811.25,-332.5,851.2,-644.48,-316.16
2019605.6864,392.047,835.883,355.691,-175.0,-1881.25,-52.5,870.96,-655.12,-340.48
2019605.7364,397.598,835.273,354.593,105.0,-1540.0,148.75,852.72,-636.88,-317.68
2019605.7864,393.206,838.201,358.07,131.25,-1653.75,-140.0,842.08,-641.44,-293.36
2019605.8364,394.243,834.358,358.07,17.5,-1776.25,-113.75,860.32,-649.04,-305.52
2019605.8864,396.195,836.371,357.033,52.5,-1785.0,35.0,854.24,-642.96,-317.68
2019605.9364,391.132,834.602,358.68,472.5,-1802.5,-17.5,836.0,-650.56,-304.0
2019605.9864,397.964,835.7,353.983,148.75,-1417.5,175.0,851.2,-653.6,-308.56
2019606.0364,390.278,838.384,354.227,-288.75,-962.5,-105.0,837.52,-627.76,-325.28
2019606.0864,391.376,836.493,358.802,-192.5,-1540.0,507.5,848.16,-641.44,-322.24
2019606.1364,397.11,836.066,354.532,-402.5,-1942.5,-35.0,863.36,-647.52,-329.84
2019606.1864,397.903,835.395,357.155,-306.25,-1715.0,542.5,858.8,-639.92,-325.28
2019606.2364,397.049,833.748,357.216,-612.5,-1995.0,367.5,851.2,-647.52,-338.96
2019606.2864,396.683,834.419,361.12,288.75,-1198.75,-113.75,846.64,-644.48,-313.12
2019606.3364,395.524,835.639,358.924,-96.25,-1111.25,332.5,842.08,-620.16,-323.76
2019606.3864,398.574,834.419,360.266,-175.0,-1470.0,621.25,845.12,-632.32,-322.24
2019606.4364,401.99,832.894,358.436,148.75,-1592.5,-131.25,863.36,-632.32,-307.04
2019606.4864,398.025,832.528,358.497,271.25,-1601.25,-752.5,854.24,-635.36,-310.08
2019606.5364,395.707,832.833,356.301,218.75,-2038.75,-560.0,855.76,-653.6,-325.28
2019606.5864,393.328,833.138,357.521,341.25,-2213.75,-446.25,857.28,-647.52,-323.76
2019606.6364,396.195,834.297,357.704,253.75,-2371.25,-288.75,851.2,-641.44,-319.2
2019606.6864,397.171,836.981,358.558,78.75,-2301.25,-472.5,839.04,-641.44,-319.2
2019606.7364,397.232,835.517,356.301,-218.75,-1890.0,-288.75,845.12,-638.4,-323.76
2019606.7864,397.781,834.175,358.07,-105.0,-1785.0,8.75,851.2,-633.84,-326.8
2019606.8364,399.428,832.284,354.532,481.25,-1706.25,-577.5,843.6,-633.84,-319.2
2019606.8864,392.474,839.177,351.909,376.25,-1216.25,-402.5,845.12,-638.4,-325.28
2019606.9364,391.132,833.626,352.519,-96.25,-1627.5,682.5,866.4,-646.0,-337.44
2019606.9864,400.282,833.87,353.068,-35.0,-1767.5,428.75,840.56,-638.4,-329.84
2019607.0364,400.587,838.079,352.763,-402.5,-1653.75,175.0,867.92,-652.08,-334.4
2019607.0864,396.439,830.332,357.643,-953.75,-2030.0,-297.5,851.2,-642.96,-299.44
2019607.1364,398.452,834.114,356.667,-455.0,-2275.0,-455.0,840.56,-639.92,-323.76
2019607.1864,401.319,833.199,358.741,-315.0,-1618.75,-140.0,843.6,-647.52,-305.52
2019607.2364,401.38,832.467,358.68,157.5,-1487.5,-227.5,854.24,-636.88,-307.04
2019607.2864,397.049,835.7,358.009,8.75,-1557.5,-105.0,848.16,-642.96,-317.68
2019607.3364,395.89,832.162,355.508,262.5,-1680.0,-192.5,855.76,-658.16,-317.68
2019607.3864,399.672,836.127,353.922,87.5,-1566.25,-26.25,854.24,-650.56,-310.08
2019607.4364,400.587,834.541,355.203,-507.5,-1618.75,-315.0,857.28,-650.56,-329.84
2019607.4864,402.661,832.65,357.704,-481.25,-1881.25,-507.5,863.36,-629.28,-329.84
2019607.5364,399.306,834.053,360.815,-691.25,-1872.5,-743.75,848.16,-630.8,-325.28
2019607.5864,397.964,836.066,360.51,-131.25,-2021.25,-910.0,854.24,-635.36,-331.36
2019607.6364,396.622,830.271,357.704,236.25,-1636.25,-656.25,858.8,-635.36,-302.48
2019607.6864,394.67,841.678,357.399,306.25,-1601.25,-201.25,852.72,-635.36,-319.2
2019607.7364,399.306,830.088,358.619,-131.25,-1750.0,192.5,848.16,-653.6,-328.32
2019607.7864,398.574,832.345,358.985,131.25,-1688.75,0.0,842.08,-649.04,-329.84
2019607.8364,401.807,833.748,357.887,-61.25,-1426.25,-87.5,839.04,-641.44,-323.76
2019607.8864,395.463,829.295,357.216,-52.5,-1443.75,-420.0,843.6,-641.44,-316.16
